"player","age","nationality","position","team","top5","minutes_90s","Spinta","Costruttore","Interventista","Lanci_Lunghi","Falloso"
"Jack Stacey",27,"eng ENG","DF","Norwich City","False",42.8,1.25440091903501,-0.697963217178825,0.22090973817173,-1.14676452166431,-0.791923305171926
"Jack Stephens",29,"eng ENG","DF","Southampton","False",16.6,-0.455753133486741,1.93146157344103,-0.270081635212469,0.238351419186591,0.0454212874246406
"Enda Stevens",33,"ie IRL","DF","Stoke City","False",17.1,0.605807174833651,0.740589122439098,0.719416040693712,0.517770566471938,1.06620062881024
"Jordan Storey",25,"eng ENG","DF","Preston","False",40,-0.576390431354952,-0.972778462433129,-0.603351805033708,-0.569291841499463,0.40464474182008
"Pascal Struijk",23,"nl NED","DF","Leeds United","False",22.1,-1.20397375539992,1.72843097645257,-0.648138245770687,0.526290734997968,-0.317195621307213
"George Tanner",23,"eng ENG","DF","Bristol City","False",33.7,-0.149532241459565,-0.431749492917235,0.930044018858295,-0.858306843055362,-0.769963577423715
"Bobby Thomas",0,"eng ENG","DF","Coventry City","False",41.8,-0.784996189993169,0.0919140441500957,0.0358994777400082,0.449340495632773,0.395469948228292
"Jordan Thompson",26,"nir NIR","DF,MF","Stoke City","False",24.6,0.548238399866021,0.376428221710384,0.397180912921058,0.335756105623107,1.23561816247541
"Conor Townsend",30,"eng ENG","DF","West Brom","False",34.7,0.860820449646895,0.15801899687472,-0.427245240429577,-0.504278581379361,-1.25049828282212
"Pol Valentín",26,"es ESP","DF,MF","Sheffield Weds","False",24.5,1.14388587498055,-1.14269759173043,0.521957299551781,-0.980509530721097,-0.504856578031007
"Jannik Vestergaard",30,"dk DEN","DF","Leicester City","False",41.3,-1.385322464861,1.95651449163273,-0.513548315723555,0.866663068205912,0.53194287134541
"Zak Vyner",26,"ke KEN","DF","Bristol City","False",35,-0.883214078374223,-0.368158849293387,-0.345823803557408,0.400904302473168,-0.508283349498553
"Kyle Walker-Peters",26,"eng ENG","DF","Southampton","False",42.9,1.59774820506168,1.43825747751284,-0.781588134051126,-1.36138610233655,-1.25717909399153
"Murray Wallace",30,"sct SCO","DF","Millwall","False",23,-0.0325835835161885,-0.050404012199459,0.70534576657324,0.12353255377422,1.1341561243936
"Scott Wharton",25,"eng ENG","DF","Blackburn","False",23.1,-0.877966116858752,-0.189435354099243,-0.0449403103401621,0.78143877816925,0.163695029285756
"Jack Whatmough",26,"eng ENG","DF,MF","Preston","False",14,-0.761727657194032,-1.2107985062646,-0.196319398946809,0.454622119991633,-0.065035260303688
"Ben Wilmot",23,"eng ENG","DF","Stoke City","False",22.7,-0.856320119216694,0.223418799393649,-0.870673205711932,2.18784671583723,0.608034959001182
"Nathan Wood-Gordon",21,"eng ENG","DF","Swansea City","False",23.4,-1.09719507061176,-0.0968051034158015,-0.774181756812145,-0.704112130663442,-0.53171066662727
"Luke Woolfenden",24,"eng ENG","DF","Ipswich Town","False",40.1,-1.11604921114645,0.0971870484696409,-1.09681403979792,-0.444200311055384,-0.736103466548801
"Patrick van Aanholt",32,"nl NED","DF","PSV Eindhoven","False",12.4,1.68366565022547,1.54385166882531,-0.239763719199626,-0.207017256568665,-2.11761987567441
"Shawn Adewoye",23,"be BEL","DF","RKC Waalwijk","False",26,-0.730865492176527,-0.757868546378978,-0.306336476374881,-0.814913427250608,-0.43608932478378
"Hamdi Akujobi",23,"nl NED","DF,FW","Almere City","False",17.3,0.791413624956223,-0.570721591043959,-0.304930498869232,0.211170225952925,0.548361270653769
"Jamal Amofa",24,"nl NED","DF","Go Ahead Eag","False",18.5,-0.525840140202614,-0.0815009234477017,-0.555177808767533,0.727254746311305,0.2131094242548
"Carlens Arcus",27,"ht HAI","DF","Vitesse","False",24.2,0.802284583251203,1.29286962573476,1.21386253572144,0.548039005808972,0.100177481367604
"Youri Baas",20,"nl NED","DF,FW","NEC Nijmegen","False",19.1,1.08736289304341,-0.467298704770291,3.19204198741103,-0.929247400106504,-0.612502114028862
"Saïd Bakari",28,"km COM","DF","Sparta R'dam","False",31.7,0.584881324248051,-0.262364703108447,1.52116985850824,-0.682147263212814,-1.14112239056434
"Navajo Bakboord",24,"nl NED","DF","Heracles Almelo","False",18.7,0.443410061121362,-0.291854734050531,1.33894079540907,-0.489333055410482,1.46236257196018
"Théo Barbet",22,"fr FRA","DF","Almere City","False",20.2,-0.63404607375712,-0.680375130750571,-0.273012415883603,0.329538647628926,0.619379031789576
"Riechedly Bazoer",26,"nl NED","DF","AZ Alkmaar","False",27,-0.796079567185495,1.09993815808743,-1.37310199447251,0.910928652260627,-0.193001054869658
"Sven van Beek",29,"nl NED","DF","Heerenveen","False",29.1,-0.779428437403556,0.301970389004544,0.140684483869177,0.35413137415739,-0.0713550254956369
"Thomas Beelen",22,"nl NED","DF","Feyenoord","False",14.4,-0.44101747590875,1.97777732620712,-0.774584028866577,0.340773779549732,-0.601471236910479
"Benaissa Benamar",26,"ma MAR","DF","Volendam","False",25.2,-0.730066693926696,-0.340639487622625,0.0316253130100061,0.203261553183572,0.0390327553303888
"Mimeirhel Benita",19,"nl NED","DF","Excelsior","False",10.5,0.15176000652759,-0.946123951394088,0.44605321710355,-0.367950932458386,-1.05603235124031
"Paweł Bochniewicz",27,"pl POL","DF","Heerenveen","False",25.7,-0.58329878334321,0.533524005661164,-0.542547360105798,0.60001562619801,0.0530907384544546
"Olivier Boscagli",25,"fr FRA","DF","PSV Eindhoven","False",31.5,-0.37707226838154,4.42392290440612,-0.384247551696298,4.27565035039696,-0.549806761567815
"Oliver Braude",19,"no NOR","DF","Heerenveen","False",23.5,0.567850124874134,-0.373537465823399,1.42904393746226,-0.786682474556591,0.190764094813118
"Damian van Bruggen",27,"nl NED","DF","Almere City","False",27.8,-0.821935820470512,-1.58943292697655,-0.841361794658583,-0.126203773222436,1.62191967886739
"Oskar Buur",25,"dk DEN","DF","Volendam","False",18.3,0.791886002450531,-0.82528097091816,0.792722241363223,-0.928595774111976,-1.2644964991147
"Yoann Cathline",21,"fr FRA","DF,FW","Almere City","False",19.1,2.22285856344245,-1.09309098215572,-0.954068245320036,-1.17451012455779,-2.46434162316674
"Enzo Cornelisse",20,"nl NED","DF,MF","Vitesse","False",17.1,-0.0354241551376255,-0.75002913154324,0.880767175243434,0.283241499198189,-0.64164947070112
"George Cox",25,"eng ENG","DF,MF","Volendam","False",21.3,0.36888077439453,-0.284026729036518,1.85378642142939,0.944012115815818,-0.939325242680758
"Mats Deijl",26,"nl NED","DF","Go Ahead Eag","False",30.9,0.27770756861617,-0.356767141339964,0.221856579745341,0.06825284650687,-0.347422493386878
"Mike van der Hoorn",30,"nl NED","DF","Utrecht","False",18.5,-0.843988991822138,0.380778542210224,0.0931091906210437,1.55395152596543,1.19301996298579
"Djevencio van der Kust",22,"sr SUR","DF","Sparta R'dam","False",27.8,0.748679699304784,-0.234883371023811,0.58364291343882,-0.921526063707413,-0.479118345082472
"Sergiño Dest",22,"us USA","DF","PSV Eindhoven","False",23.5,2.01995353155111,0.594320474644415,-0.806301693745099,-1.402969632671,-2.30496361263275
"Mitchell Dijks",30,"nl NED","DF","Fortuna Sittard","False",26,0.358925739699179,-0.0790950296623887,0.444750241649722,0.0225413584531432,0.231545113118702
"Josh Flint",22,"eng ENG","DF","Volendam","False",24.8,-0.442426574331691,-0.26680354019297,0.597224970321718,0.103257922759838,-0.138521798376406
"Sherel Floranus",24,"cw CUW","DF","Almere City","False",28,-0.0608112565247881,-0.621306409950667,0.810499647151576,0.0857633345607137,0.906888458322685
"Anton Gaaei",20,"dk DEN","DF","Ajax","False",12.9,1.85426262473775,1.09249363396326,-0.50635910711075,0.152136038903285,-1.59129079008264
"Juriën Gaari",29,"cw CUW","DF","RKC Waalwijk","False",18.3,-0.387923573033306,-0.857915077631232,1.44517006607094,0.0678976692015933,1.3175115856395
"Anselmo García MacNulty",20,"ie IRL","DF","Zwolle","False",27.9,0.604532597342263,0.39829329828558,1.72000544010705,0.343586997730058,0.379750098120254
"Lutsharel Geertruida",23,"nl NED","DF","Feyenoord","False",33.8,0.578423985973835,1.93506427995209,-0.87556515037244,0.0562267281130976,-1.37863272717572
"Rodrigo Guth",22,"br BRA","DF","Fortuna Sittard","False",31.3,-0.447233479912398,-0.436708816930251,-0.526007688013397,0.462168433964898,0.396657786064968
"Dávid Hancko",25,"sk SVK","DF","Feyenoord","False",33.7,-0.110382951676554,2.79107310730251,-0.546498200534639,1.23529042904951,-1.42454516852224
"Quilindschy Hartman",21,"nl NED","DF","Feyenoord","False",23,1.1284961698468,2.02980695488164,0.148960842148968,0.899975126082451,-0.950335112928991
"Jorrel Hato",17,"nl NED","DF","Ajax","False",32.9,-0.503938930395467,0.855209735587857,0.101176856271446,-0.229961000972834,-0.893697270304303
"Ramon Hendriks",22,"nl NED","DF","Vitesse","False",29.4,-0.656745582633165,-0.275481721785315,-0.684917695561848,-0.0251862234345262,0.407548747794786
"Mees Hilgers",22,"nl NED","DF","Twente","False",24.3,-0.790285371110343,0.138104900979415,1.09190258210197,0.178986814781701,0.425072365357632
"Justin Hoogma",25,"nl NED","DF","Heracles Almelo","False",28.7,-0.575715945260115,0.656932092843715,-0.252351431647888,1.22305808755542,0.0843610870664689
"Siebe Horemans",25,"be BEL","DF","Excelsior","False",33.6,0.169036000192737,0.117882341996637,1.82702520944326,0.862983602106524,-0.530136439054819
"Nicolas Isimat-Mirin",31,"fr FRA","DF","Vitesse","False",24.2,-0.839286451424135,-0.051537947415104,-0.283463405159769,0.227742742056738,0.60264611760891
"Joey Jacobs",23,"nl NED","DF","Almere City","False",21.8,-0.321584041442768,-0.599841306243975,1.09470740387073,1.44169240687283,1.34295692187329
"Jochem van de Kamp",19,"nl NED","DF,MF","Almere City","False",21.1,0.848355367374113,-0.602355984714856,0.970640689206027,-0.884942664068409,-0.687423291119027
"Souffian El Karouani",22,"ma MAR","DF","Utrecht","False",27.2,1.17366660586927,0.090963918991892,0.325688481144114,-0.250234231816056,-0.606872816081909
"Sam Kersten",25,"nl NED","DF","Zwolle","False",34,-0.72467377316675,-0.373634329537023,-0.168219554252137,-0.470533651877149,0.0461217719141733
"Mats Köhlert",25,"de GER","DF","Heerenveen","False",32.9,1.30054525319783,0.308954967362354,-0.36481970052479,-0.623535699604516,-0.987715222435928
"Joris Kramer",26,"nl NED","DF","Go Ahead Eag","False",28.5,-0.765032726252288,-1.02015793478076,-0.632100388927468,-0.288120604393074,-0.926162847169836
"Bas Kuipers",28,"nl NED","DF","Go Ahead Eag","False",32.8,1.17794501715095,-0.00747562576904399,-0.112724138388489,0.372442728033471,-0.802770709365693
"Thomas Lam",29,"fi FIN","DF","Zwolle","False",29.4,-0.909434104749178,-0.571753670296531,-0.215503951265179,-0.535213743116015,0.458000990021103
"Julian Lelieveld",25,"nl NED","DF","RKC Waalwijk","False",26.9,1.15685820456561,1.48155680908131,2.26026924402279,1.2086135164388,-1.09956038177731
"Loïc Mbe Soh",22,"fr FRA","DF","Almere City","False",14,-0.712207265315384,-0.751712827398346,-0.491590201347278,-0.125230145443106,0.447844124270964
"Aaron Meijers",35,"nl NED","DF","RKC Waalwijk","False",25.6,0.572161120048138,0.200495784228474,1.8134019351417,0.620874322379423,-0.146500486536181
"David Møller Wolfe",21,"no NOR","DF","AZ Alkmaar","False",26.4,0.757850408556442,-0.440845557486525,-0.314952937599857,-1.4197165904808,-0.717572233124475
"Gerrit Nauber",31,"de GER","DF","Go Ahead Eag","False",19.5,-0.769335823306261,-0.872910768666703,-0.960289566648332,-0.509908026745557,-0.775568735632817
"Sven Nieuwpoort",30,"nl NED","DF","Excelsior","False",16.3,-0.982752229075622,-1.80315507893267,-1.12001759405099,-1.65371715817584,-0.811010670178927
"Bram Nuytinck",33,"nl NED","DF","NEC Nijmegen","False",26.7,-0.909782702969045,-0.0854296477847961,-0.589878776734618,-0.327209293459217,0.245189944494133
"Alois Oroz",22,"hr CRO","DF","Vitesse","False",21,-0.684253556710183,-0.282475976993316,0.525870810248908,0.39149095273741,1.01681129322055
"Alexandre Penetra",21,"pt POR","DF","AZ Alkmaar","False",19.5,-0.962068492759598,0.0466338779552578,-0.948565179337428,0.41927541857883,-0.81172295068033
"Ivo Pinto",33,"pt POR","DF","Fortuna Sittard","False",31.2,1.01622425443381,0.252380917395355,0.395335656642268,1.08796015735962,-0.955931501330488
"Michael Pinto",30,"lu LUX","DF","Vitesse","False",20.2,0.489597280778043,0.810164157496211,0.0516403117238233,-0.384930386174358,-0.789793812255292
"Brian Plat",23,"nl NED","DF","Volendam","False",22,-0.280258268336095,-0.923975079017262,3.07816195979489,-0.568985077244679,0.170540756899779
"Bram van Polen",37,"nl NED","DF","Zwolle","False",29.5,0.480513189195208,-0.364620628014551,-0.469129349052928,-0.826024721560683,0.0603277930386764
"Robin Pröpper",29,"nl NED","DF","Twente","False",30.5,-0.642584312165543,1.82001838861421,-0.095003797576405,1.86186153512274,0.316865379210077
"André Ramalho",31,"br BRA","DF","PSV Eindhoven","False",26.2,-0.96995573669923,3.60297964623993,-0.167908076927588,2.77488585103798,0.558178784088459
"Youri Regeer",19,"nl NED","DF,MF","Twente","False",19.5,1.61672699191915,0.997603589308342,0.17629952512044,-0.472845465774007,-0.993418114619609
"Devyne Rensch",20,"nl NED","DF","Ajax","False",24.6,0.0912755181431758,0.752903800668442,-0.134493282096829,-0.682589045366059,-0.846422680643945
"Bart van Rooij",22,"nl NED","DF","NEC Nijmegen","False",21.9,0.877898094899488,0.182760219304802,1.09054493037714,0.296169552741874,-0.996695557727357
"Ruben Roosken",23,"nl NED","DF,FW","Heracles Almelo","False",14.6,1.33059775419645,-0.309016577638497,1.37294057023473,-0.379345367103714,-0.22749866134262
"Mathias Ross",22,"dk DEN","DF","NEC Nijmegen","False",11.6,-0.9455412595641,-0.86317903731967,-0.516396369877599,-0.058952805085785,0.0966685992562534
"Alfons Sampsted",25,"is ISL","DF","Twente","False",17.1,0.341102016755937,0.123733735117309,2.10418436218219,-0.813589640718763,-0.385195117636513
"Philippe Sandler",26,"nl NED","DF","NEC Nijmegen","False",20.8,-0.842097621979513,0.897700242252288,-1.26957887086186,1.05465714684765,0.0977512854032659
"Dimitris Siovas",34,"gr GRE","DF","Fortuna Sittard","False",25.6,-0.786322849154719,-0.94049282646631,-0.476355125136375,-0.0943105000955379,0.116990968660412
"Gijs Smal",25,"nl NED","DF","Twente","False",22.8,1.56238730958482,1.34153633739318,0.29248533491638,0.672213630036994,-1.89476747514807
"Sven Sonnenberg",24,"de GER","DF","Heracles Almelo","False",18.4,-0.809726040211976,-0.45159510273187,-0.867214179299417,-0.572814034261209,-0.186215797061894
"Yukinari Sugawara",23,"jp JPN","DF","AZ Alkmaar","False",28.4,0.749545085083415,1.91518731802412,-0.350578376251361,1.25563441756131,-1.57242036083251
"Josip Šutalo",23,"hr CRO","DF","Ajax","False",22,-1.10659991270746,0.380190694335796,-0.590460881403396,-0.893266773860023,-0.0259317433505826
"Hidde ter Avest",26,"nl NED","DF","Utrecht","False",22.9,0.646496496370504,-0.108443137205704,-0.811557122028136,-1.18198532499167,0.0226026459930258
"Jordan Teze",23,"nl NED","DF","PSV Eindhoven","False",27.6,1.44388074735258,2.48865709003051,0.0219252992333667,0.750757586234895,-1.52113988113892
"Dario Van den Buijs",27,"be BEL","DF","RKC Waalwijk","False",28.9,-0.640642094725882,1.22266129414878,-0.447742544264765,2.08830207289181,-0.202744870437938
"Syb Van Ottele",21,"nl NED","DF,MF","Heerenveen","False",15.9,-0.456395397244438,1.26963921723303,0.899410449318777,2.59377862508297,-0.359756083863126
"Tijs Velthuis",21,"nl NED","DF","Sparta R'dam","False",19.6,-0.970154036711665,-0.482888461095,-0.62978252979514,-0.158035464754637,-0.362740543277774
"Calvin Verdonk",26,"id IDN","DF","NEC Nijmegen","False",31.7,0.494864976437083,0.983367243306054,1.55105148373888,0.817883619347731,0.109967034008515
"Nick Viergever",33,"nl NED","DF","Utrecht","False",22.8,-0.522575547210874,0.540992197950764,-0.260220962768976,-0.0684922017115691,-0.949848942889172
"Siemen Voet",23,"be BEL","DF","Fortuna Sittard","False",10.9,-0.61535617091312,-0.914369537242297,0.912183990896557,-0.417694004454295,0.48046646630287
"Bart Vriends",32,"nl NED","DF","Sparta R'dam","False",24.5,-1.01620569214894,0.18932485367444,-0.734220830125399,0.345747135288925,0.179542597878533
"Casper Widell",20,"se SWE","DF","Excelsior","False",25.8,-0.910467111870101,-0.477005974839994,-0.877023827151159,0.516703612824423,-0.626616432176265
"Jetro Willems",29,"nl NED","DF","Heracles Almelo","False",11.9,0.479326901332567,0.359356656944592,-0.385399996676453,0.392501836174285,-1.61297839979698
"Redouan El Yaakoubi",27,"nl NED","DF,MF","Excelsior","False",25.1,-0.520737354526021,0.54386665690105,0.25272743770207,1.31174953999556,-0.249187540527338
"Arthur Zagre",21,"fr FRA","DF","Excelsior","False",25.7,0.5559772997446,-0.673503847728862,0.369989125789667,-1.76346547039316,-0.434305735650051
"Rodrigo Abascal",29,"uy URU","DF","Boavista","False",27.5,-0.72415251554807,0.588610644761305,-0.0220676908575905,2.12839249507245,0.928820044994541
"Martin Agirregabiria",27,"es ESP","DF","Famalicão","False",13.4,0.846440947370648,0.289370577420317,0.107277119053431,0.300260332731761,-0.0940387286167442
"Alemão",20,"br BRA","DF","Portimonense","False",26.3,-0.990711959349473,-0.850737753555683,0.0534553584799313,0.232217653177481,1.21730266360356
"Pedro Álvaro",23,"pt POR","DF","Estoril","False",19.9,-1.03399549911474,-0.592165040800449,-1.21051630317034,-0.253139794866751,1.34978781387932
"Pedro Amador",24,"pt POR","DF","Moreirense","False",12.6,0.639132067525608,-0.0904427165121822,1.07178663595989,0.219482888332684,-1.1661803093874
"Tiago Araújo",22,"pt POR","DF,MF","Estoril","False",25,1.08881607374112,-0.0505802627065801,0.224463373058579,0.409771463740799,-1.46165799324679
"Fredrik Aursnes",27,"no NOR","DF","Benfica","False",31,1.67009026153667,1.25181295762862,1.22239082969242,-0.297960063555318,-1.23557986309292
"Chidozie Awaziem",26,"ng NGA","DF","Boavista","False",21.7,-0.951460835061186,-0.210783089764807,-0.689986636931003,0.874646281981432,0.783053997834783
"Toni Borevkovic",26,"hr CRO","DF","Vitória","False",22.7,-0.953075485191568,-1.25671177044734,-0.377594349438751,-1.06338591020225,0.466992952639936
"Cristian Borja",30,"co COL","DF","Braga","False",27.2,1.03318090471926,0.655449230446164,-0.156404427283983,-0.404641489821873,-0.249543570424795
"Leonardo Buta",21,"pt POR","DF","Gil Vicente FC","False",24.3,0.728995671850092,-0.114468603313839,0.296983727189848,-0.885984614243607,-0.340506852688067
"José Carlos",25,"pt POR","DF","Gil Vicente FC","False",21.4,0.293004175565738,-0.57463853678157,0.195295745734957,-0.7279840078369,0.864862333317651
"Carraça",30,"pt POR","DF,MF","Chaves","False",11.1,0.634361788812053,0.540878823689989,-0.945324922123195,0.545548332474381,0.162582495735598
"Sebastián Coates",32,"uy URU","DF","Sporting CP","False",25.3,-1.11755290300682,1.16238354893541,-0.046235820395974,-0.0603734503771965,0.0456748215702261
"João Pedro Araújo Correia",26,"cv CPV","DF,MF","Chaves","False",23.3,0.984916905960354,-1.09587050773479,-0.00110684322116997,-0.106323234405065,-0.243868062216668
"Gonçalo Costa",23,"pt POR","DF,MF","Portimonense","False",19,1.04791993748885,-0.0732132245171996,1.20662144029935,-0.0889106902479048,0.571143222584643
"Tomás Costa Silva",23,"pt POR","DF","Vizela","False",29.1,1.43015825245029,0.660794441331784,1.28671638987847,-0.181567041186048,-1.62327105827631
"Sandro Cruz",22,"ao ANG","DF,MF","Chaves","False",18.1,0.143067822047302,-0.230134579786748,0.45123500329488,0.0814973503122996,-0.383289262406022
"Ousmane Diomande",19,"ci CIV","DF","Sporting CP","False",23.5,-0.86319551577771,1.1703443394732,-0.704622990777502,-0.141923187440619,0.63008419341602
"Tiago Esgaio",27,"pt POR","DF","Arouca","False",25.3,0.385655097229755,0.017275108669008,1.42293306337182,-0.328024665367035,-0.319826712179459
"Fabiano",23,"br BRA","DF","Moreirense","False",23.7,0.574384509901505,0.111093021207809,-0.200630443997778,0.503024153238098,1.18610073111657
"Volnei Feltes",23,"br BRA","DF","Estoril","False",16.4,-0.407062951311208,0.238822320631975,-0.124291029323319,0.773006258419104,0.574854635269451
"Jorge Filipe Oliveira Fernandes",26,"pt POR","DF","Vitória","False",27.1,-0.517707342425112,0.197669982398484,1.30169486104748,0.706652120709286,0.681648542437357
"Rúben Fernandes",37,"pt POR","DF","Gil Vicente FC","False",29,-1.05123895713426,0.0349942198582228,-1.04110307369241,0.408485287554776,-0.298972912640044
"Filipe Ferreira",32,"pt POR","DF","Boavista","False",19.2,-0.0375662459383487,-0.221817619457848,-0.284033706598403,-0.184117776564502,-0.245435396365747
"Marcelo dos Santos Ferreira",34,"br BRA","DF","Moreirense","False",26,-1.14571837240914,-0.617120910853572,-0.35147611700684,-0.124966198470686,0.660321213301772
"Godfried Frimpong",24,"nl NED","DF","Moreirense","False",22.4,0.377384799270945,-0.278828882109547,-0.431379277263096,-0.583887536259711,-0.631495043365304
"Gaspar",25,"ao ANG","DF","Estrela","False",26.1,-0.903357537668648,0.118947531769823,0.167895685180605,-0.154456677257087,1.11950237166114
"Victor Gomez",23,"es ESP","DF","Braga","False",22.6,1.58745509957115,1.75969380386307,0.490689341955478,0.742885430487854,-1.05500608387693
"Guga",19,"pt POR","DF,MF","Portimonense","False",17,0.831584217854594,-1.36479626425956,2.48677852124271,-1.53126534965906,-0.125858767753771
"Justin de Haas",23,"nl NED","DF","Famalicão","False",17.8,-1.11450926349918,-0.193799683399222,-0.390885425396741,0.200656514192638,1.1787091071083
"Gonçalo Inácio",21,"pt POR","DF","Sporting CP","False",27.6,-0.640241165249145,2.65103576705309,0.0360580371274257,1.60910438237352,0.594484978241285
"Anderson Jesus",28,"br BRA","DF","Vizela","False",27.7,-0.887610886276106,-0.925463985808411,-0.332829142709868,-0.850700844386663,1.14882195141064
"Larra",25,"es ESP","DF,MF","Casa Pia","False",27.9,0.769937312972059,-0.660866999276457,-0.0835687437078964,-0.731348378370984,-0.689796883671283
"Orest Lebedenko",24,"ua UKR","DF","Vizela","False",16.1,0.410103393290924,-0.53152810456892,0.28293380752796,-0.746490167597463,-0.469484044326638
"Leonardo Lelo",23,"pt POR","DF,MF","Casa Pia","False",32.7,0.679444139752227,-0.294496258717501,0.752560498798861,-0.500004588415868,-1.64730234786895
"Pedro Malheiro",22,"pt POR","DF,MF","Boavista","False",21.9,0.361172656638921,-0.168592755342636,1.35058445147054,-0.244385987521647,1.44734365499447
"Mansur",30,"br BRA","DF","Estrela","False",15.6,-0.368853963397784,0.471281323472981,-0.465411691738779,0.836263293639192,0.612757438399908
"Manuel Manu",22,"pt POR","DF,MF","Vitória","False",19.7,-0.709965614583478,0.0244151200813288,1.42545066653911,0.104187106187233,1.13170321112053
"Maracás",29,"br BRA","DF","Moreirense","False",28.5,-1.03230211508661,-1.05200555397411,-0.365607354126265,-0.605740911605212,0.557691635045593
"João Mário Lopes",23,"pt POR","DF","Porto","False",22.9,2.14499011239962,0.84879876296841,0.0430286268871596,-0.875504097172484,-0.159307285400748
"Igor Marques",24,"br BRA","DF,MF","Portimonense","False",16.5,1.02836660780783,0.0497559523823516,1.899313468875,-0.269220897147149,1.01293981200587
"Bogdan Milovanov",25,"ua UKR","DF","Arouca","False",13.4,0.551931990422241,-0.420753121281925,2.91398554456872,0.00956406749204223,0.718967009365263
"Francisco Montero",24,"es ESP","DF","Arouca","False",28.7,-0.9346352518991,0.0524176297306525,-0.375893882135193,0.419705886561873,1.70196046442577
"Morato",22,"br BRA","DF","Benfica","False",16.9,0.617773815815275,-0.062731603557634,3.05557219547129,-1.04724477684134,-0.0733460984672802
"Moura",23,"pt POR","DF","Famalicão","False",33,1.21311039208599,1.05349738579948,-0.651069085497948,0.779038620952174,-0.546197812448805
"Zach Muscat",29,"mt MLT","DF","Farense","False",18.7,-1.0513244065199,-1.28695497833724,-1.01291745616257,-0.0797909279775987,0.594466970174824
"Nathan",21,"br BRA","DF","Famalicão","False",20.5,0.577659255204105,-0.6251415865898,1.67678943327434,-0.833055114899824,0.790182494877118
"Miguel Nóbrega",23,"pt POR","DF","Rio Ave","False",18,-0.440479717213081,-0.0434320486270297,0.330246512614531,0.314928414545247,0.967488207531155
"Ygor Nogueira",28,"br BRA","DF","Chaves","False",18.4,-0.867830193913438,-1.0096370852712,0.439097071927419,-0.95414321471454,1.10025801133193
"Paulo Oliveira",31,"pt POR","DF","Braga","False",18.6,-1.13300942502887,-0.123214590591994,0.290800744930825,0.28390683455175,0.299411765470997
"Bruno Onyemaechi",24,"ng NGA","DF,MF","Boavista","False",21.9,0.844194944466131,-0.450763271003472,0.0232223627723782,-0.272063335103363,-0.682794437691668
"Nicolás Otamendi",35,"ar ARG","DF","Benfica","False",30.6,-0.787364721168629,0.653400513764631,0.53122315459608,0.296358860733608,0.0612032770490408
"David Pastor",23,"br BRA","DF","Farense","False",27.5,0.501217513011032,-0.472371823545172,0.768089538058562,-0.69684003565257,1.15631956299511
"Patrick",26,"br BRA","DF","Rio Ave","False",12.4,-0.555250743701628,-0.0697728940655277,0.229324089652903,0.347326466198179,1.55822414595557
"Pedrão",26,"br BRA","DF","Portimonense","False",29.3,-0.709140750278211,0.113403296425025,-0.242481743838395,1.05664800221929,0.97768926598953
"Pepe",40,"pt POR","DF","Porto","False",20.9,-0.798394887738477,2.45183667164019,-0.085705056320936,1.96375883322558,-0.292962632392585
"Gabriel Pereira",23,"br BRA","DF","Gil Vicente FC","False",30.9,-1.02770992921934,-0.414665441474165,-0.351520354864935,0.531884047509077,1.10710737253585
"Matheus Pereira",22,"br BRA","DF,FW","Vizela","False",23.3,1.37255994024364,0.0319314904031176,-0.987262865355123,-0.0357163810302474,1.34341209754153
"Eduardo Quaresma",21,"pt POR","DF","Sporting CP","False",10.7,-0.387962347422356,0.773011487572815,0.511636660054069,-0.628952119694404,0.3209279456691
"Matheus Reis",28,"br BRA","DF,MF","Sporting CP","False",15.8,0.949478649255103,2.0180033149825,-0.286417910913673,0.264518845454942,-0.991541490531528
"Filipe Relvas",23,"pt POR","DF","Portimonense","False",31.1,-0.647053385391747,-0.472600575411848,-0.0130411278913425,-0.0728794336508293,-0.163596654295038
"Tomás Ribeiro",24,"pt POR","DF","Vitória","False",27,-0.58048450879548,-0.560712692751558,-0.380485743532518,0.105407371768663,0.386004708553111
"Riccieli",24,"br BRA","DF","Famalicão","False",19.7,-0.981580533390578,-1.19822501263656,-0.0510562936798121,0.277952988650236,0.713098347454657
"Josué Sá",31,"pt POR","DF","Rio Ave","False",21.8,-0.509562052713579,0.246023447619885,-0.451320655543074,-0.165171828088012,0.520629405325184
"Aderlan Santos",34,"br BRA","DF","Rio Ave","False",31.6,-1.09315260419,-0.380035823988388,0.100096089397241,-0.626794638620643,0.578416004211483
"Hevertton Santos",22,"br BRA","DF,MF","Estrela","False",21.9,0.52185690291267,0.456631040269176,-0.453992848871719,0.473710158899118,-0.904590711340075
"António Silva",19,"pt POR","DF","Benfica","False",29.1,-0.971509478654245,0.899735850478091,0.0125753557866472,-0.0912451459824249,-0.238308564372928
"Gonçalo Silva",32,"pt POR","DF","Farense","False",32,-1.06614357166131,-0.965433743883199,-0.517116286747876,0.408930784085768,-0.485665773175039
"Talocha",33,"pt POR","DF","Farense","False",22.9,0.413943095517919,-0.195175457612852,-0.701012097674008,0.571293502753282,-0.573342556955358
"Fernando Varela",35,"cv CPV","DF","Casa Pia","False",23,-0.790295978637942,-1.0865515422841,-0.680327524170135,-0.46384077080736,-0.617842449397433
