"player","age","nationality","position","team","top5","minutes_90s","Spinta","Costruttore","Interventista","Lanci_Lunghi","Falloso"
"Ben Osborn",28,"eng ENG","DF,MF","Sheffield Utd","True",15.2,0.549439568232784,-0.398134169085378,-0.836661102644033,-0.136242901193519,-1.35966134917828
"Gabriel Osho",24,"ng NGA","DF","Luton Town","True",20.5,-0.751587757754256,-1.76722118468218,-0.300179020990007,-1.01263818904447,0.608662332735505
"Emerson Palmieri",28,"it ITA","DF","West Ham","True",34.9,0.650100257130449,-0.305621039594791,1.20361578547573,-1.42456824158011,-0.334601653199256
"Nathan Patterson",21,"sct SCO","DF","Everton","True",11.2,0.688320465108282,-0.382946175149861,2.19158085870798,0.0129717890378897,0.683626477046065
"Ethan Pinnock",30,"jm JAM","DF","Brentford","True",28,-0.931164738528943,-0.998127897394449,-1.14430379407639,-0.488841919941176,-1.24840747233464
"Pedro Porro",23,"es ESP","DF","Tottenham","True",34.3,0.9561974557869,0.940458746484478,2.36371483093825,0.410421555473919,-0.521892643975454
"Chris Richards",23,"us USA","DF,MF","Crystal Palace","True",23.3,-0.774326909509359,-1.25485609520028,-0.364646626460752,-1.25151876309047,-0.59901311257602
"Andrew Robertson",29,"sct SCO","DF","Liverpool","True",18.8,1.62589406362665,2.4342066804035,0.583546190573575,1.61997182954558,-2.13765665391493
"Antonee Robinson",25,"us USA","DF","Fulham","True",36.3,1.05100617534537,0.170578209351901,1.76097126225592,0.418683646351646,-0.579452443535074
"Jack Robinson",29,"eng ENG","DF","Sheffield Utd","True",32.1,-0.664820755900696,-1.38529829513798,-0.510432439609258,0.67616458434157,-0.255724731877251
"Mads Roerslev",24,"dk DEN","DF","Brentford","True",22.1,0.755701199418116,-1.27877278074695,0.920261375068326,-0.215225732853874,-1.58916411616089
"Cristian Romero",25,"ar ARG","DF","Tottenham","True",31,-0.922031619979626,1.17195018708782,-0.12201990883,0.280638198852852,0.48346400147986
"William Saliba",22,"fr FRA","DF","Arsenal","True",38,-0.976441239026972,0.723718418348306,-1.16826648119834,-0.660498941808768,-0.524279708064383
"Fabian Schär",31,"ch SUI","DF","Newcastle Utd","True",33.9,-0.726686527650405,0.573506967280169,-0.556806699357546,1.92535786439306,0.467088127237881
"Nélson Semedo",29,"pt POR","DF,MF","Wolves","True",34.3,0.930311063973306,-0.207842672955039,0.185552511899551,-0.982974807599051,0.30013716113566
"Marcos Senesi",26,"ar ARG","DF","Bournemouth","True",24.9,-0.318083543132781,1.17361940510123,0.911973691963085,2.37842232304087,1.58832324535824
"Thiago Silva",38,"br BRA","DF","Chelsea","True",28.1,-1.19307705493846,0.806837077714181,-0.494154873097707,-0.192760785618076,-0.741875253410747
"Adam Smith",32,"eng ENG","DF","Bournemouth","True",23.9,0.11565943767088,-0.450169315547265,-0.102137378517194,-0.17141039670128,0.386038211342129
"James Tarkowski",30,"eng ENG","DF","Everton","True",38,-0.652549578010987,-0.437799192261595,-0.404243720792035,1.1754091198298,0.821387224188462
"Charlie Taylor",29,"eng ENG","DF","Burnley","True",25.9,0.361131117773669,-0.564137839149817,-0.511211818982667,-0.241768002946493,-0.561538731483346
"Harry Toffolo",27,"eng ENG","DF","Nott'ham Forest","True",16.2,0.0853446775834155,-0.892000946709195,-0.244905764193266,-0.112463711333255,-0.158546941917046
"Takehiro Tomiyasu",24,"jp JPN","DF","Arsenal","True",12.8,0.342973292251544,0.1886488565831,-0.404699836830804,-0.648789265527922,-0.192749065399254
"Pau Torres",26,"es ESP","DF","Aston Villa","True",27.4,-0.750557504113867,0.157063126634989,-0.713299943885555,0.965946974187022,-0.594932524718442
"Kieran Trippier",32,"eng ENG","DF","Newcastle Utd","True",24.8,0.87988457742758,2.10420027589562,1.82291686594561,1.98809065230798,-0.380934698758092
"Auston Trusty",24,"us USA","DF","Sheffield Utd","True",28.6,-0.597862920776759,-1.99990392361867,-0.143805010188816,-1.26594188701406,-0.109814695080509
"Destiny Udogie",20,"it ITA","DF","Tottenham","True",26.6,1.29021832271624,0.301896818069279,0.122037964284488,-1.93383074120893,1.05283774840492
"Virgil van Dijk",32,"nl NED","DF","Liverpool","True",35.3,-0.885198930833876,1.64899523476485,-1.5925493988845,1.024672378119,-0.472177043964419
"Raphaël Varane",30,"fr FRA","DF","Manchester Utd","True",15.3,-0.745531850627659,-0.588226373201388,-0.935488420041411,-0.971150154354095,-0.710395114099484
"Joël Veltman",31,"nl NED","DF","Brighton","True",17.6,0.286579531374891,-0.717048053720391,2.21447761035545,-1.25801472093223,-0.0371315715646255
"Micky van de Ven",22,"nl NED","DF","Tottenham","True",26,-0.980405704544157,0.0397996202724343,-0.36751016230404,-0.726492312080107,-0.482850036969707
"Vitinho",24,"br BRA","DF,MF","Burnley","True",25.7,0.844908788049343,-1.02865416924058,2.14297113727962,-0.811699090893253,-0.559978542714076
"Kyle Walker",33,"eng ENG","DF","Manchester City","True",30.7,0.829763225380335,1.15125616490059,-0.701848113409341,0.203174627697309,-1.20975123489863
"Aaron Wan-Bissaka",25,"eng ENG","DF","Manchester Utd","True",19.8,0.401324421953732,-0.445330519881114,-0.473845045827968,-2.06175178943216,-0.437722347558258
"Joel Ward",33,"eng ENG","DF","Crystal Palace","True",22,-0.394891982183551,-0.653802765622514,0.706448666369614,-0.363413797004646,0.0507178966958905
"Ben White",25,"eng ENG","DF","Arsenal","True",33.2,0.799792471083886,1.20923929968808,-0.0668662774718164,-0.0759096734989864,-1.29563353361082
"Neco Williams",22,"wls WAL","DF","Nott'ham Forest","True",18.2,1.09737457762124,-0.740634883844276,1.91985243055274,-0.0770208230309607,-0.0022485699509623
"Ashley Young",38,"eng ENG","DF,MF","Everton","True",25.3,0.438357927736778,-0.456629542524534,0.577419633936881,0.901296814627977,0.347865590759407
"Illia Zabarnyi",20,"ua UKR","DF","Bournemouth","True",37,-0.884786618936349,-0.628563540707506,-0.288165004725014,0.683889706445204,-0.276420391708691
"Oleksandr Zinchenko",26,"ua UKR","DF","Arsenal","True",19.1,0.959463230538584,3.33255657833341,1.29889233831966,1.60491556762365,-1.93726897293484
"Kurt Zouma",28,"fr FRA","DF","West Ham","True",31.5,-0.870831367293078,-1.35627560030146,-1.49723140646472,-0.233628257582752,-0.213750687002919
"Francesco Acerbi",35,"it ITA","DF","Inter","True",26.5,-0.820366731446404,-0.293945675939331,-1.47119456049598,-0.497937618034919,-0.315934559110057
"Tommaso Augello",28,"it ITA","DF","Cagliari","True",26.9,0.601065588292155,-0.304681798804879,-1.12894762860156,0.445654001134464,-1.29246982283737
"Carlos Augusto",24,"br BRA","DF","Inter","True",19.2,0.650301666841148,-0.121001222019059,-0.797033888393649,-0.793052200792651,-0.923950339965722
"Paulo Azzi",29,"br BRA","DF,MF","Cagliari","True",10.6,1.23514545430284,-0.581183372570296,-0.149209992458586,-0.0213614472040552,-1.8079807712864
"Mattia Bani",29,"it ITA","DF","Genoa","True",25.6,-1.00056266167835,-1.31104886196358,-0.967490176336379,-0.604922250453847,0.401054232729508
"Federico Baschirotto",26,"it ITA","DF","Lecce","True",36.6,-0.853662084370796,-1.11516750812458,-1.63816611092967,-0.041986159314031,-0.194173472360117
"Alessandro Bastoni",24,"it ITA","DF","Inter","True",25.2,0.423325586794928,1.40891750980683,-0.149902960955663,1.87855034909327,0.114554833624343
"Raoul Bellanova",23,"it ITA","DF","Torino","True",33.8,1.64913660362231,-0.156189523828905,-1.33618516311737,-0.456159961044594,-2.05322933007127
"Bartosz Bereszyński",31,"pl POL","DF","Empoli","True",19.6,-0.124331344146887,-0.37837412426517,0.55780779155802,-0.390541322407158,0.27138104669049
"Victor Bernth Kristiansen",20,"dk DEN","DF","Bologna","True",25.6,0.0511521371760977,0.821510777945137,-0.400666450316436,-0.317638588802276,-0.105564382303103
"Sam Beukema",24,"nl NED","DF","Bologna","True",28.3,-1.21454247183869,0.0968747221279982,-0.919892430466477,0.0504207914966963,0.395649675320954
"Jaka Bijol",24,"si SVN","DF","Udinese","True",23.2,-1.10922230423165,-1.23752061702287,-0.0163761254145232,0.137804269404302,0.867366840581095
"Cristiano Biraghi",30,"it ITA","DF","Fiorentina","True",26.2,0.50296312285191,0.806569346647123,0.35007553517161,1.37187274506036,0.897394638172249
"Samuele Birindelli",24,"it ITA","DF","Monza","True",22.4,1.10518143324871,-0.0756270966972808,-0.942583030022316,-0.373961300698835,-0.00645127365620119
"Domagoj Bradarić",23,"hr CRO","DF","Salernitana","True",30.5,0.688671923440954,-0.536894835273492,-1.30779926370566,-0.661717877728858,-1.40630082958585
"Gleison Bremer",26,"br BRA","DF","Juventus","True",35.9,-1.06624761442139,-0.245544009822113,-0.960306250225065,0.368537192003148,1.74611305409128
"Alessandro Buongiorno",24,"it ITA","DF","Torino","True",28.1,-0.696510113535438,-1.24149793151245,-0.396776080757419,-1.77328823698455,3.23643168806028
"Liberato Cacace",22,"nz NZL","DF","Empoli","True",21.2,0.270186714644396,0.0101153364214786,0.154307060016408,0.306009639986691,0.544454414873486
"Davide Calabria",26,"it ITA","DF","Milan","True",24.3,0.18634067525032,0.651227125937616,1.7611962627239,-0.16124430518766,-0.0929703995838944
"Riccardo Calafiori",21,"it ITA","DF","Bologna","True",26.1,-0.371932163016691,0.176366715966368,-0.461370988962805,-0.0692891873339687,0.800815921486952
"Luca Caldirola",32,"it ITA","DF","Monza","True",23.8,-0.919995179562908,-0.648073891792226,-0.912871461197144,-0.27987710388815,0.543630798677144
"Andrea Cambiaso",23,"it ITA","DF,FW","Juventus","True",26.4,1.54269169859986,-0.341328214457782,-0.305804417109948,-1.13377055571336,-0.242208674130814
"Andrea Carboni",22,"it ITA","DF","Monza","True",16.5,-0.362148575489406,-0.250614362455118,0.390956004114864,-0.062153966898315,-0.559749609274011
"Nicolò Casale",25,"it ITA","DF","Lazio","True",17.3,-0.92990734444034,-0.307935404371997,-0.990508692928748,-0.835335496754408,1.09569980714016
"Patrick Ciurria",28,"it ITA","DF,MF","Monza","True",17.8,1.26733555488867,0.0255983359025011,-0.861679652431052,-0.624812941910024,0.149431228609483
"Diego Coppola",19,"it ITA","DF","Hellas Verona","True",18.2,-1.02653608501391,-0.977609885387758,0.394311694023362,0.31537751591917,2.13554304364472
"Danilo D'Ambrosio",34,"it ITA","DF","Monza","True",17.1,-0.674606973759804,-0.45727506507872,1.22107452096338,-0.369244934041191,0.457763663358533
"Danilo",32,"br BRA","DF","Juventus","True",27.2,-0.34154387063976,0.845312949242287,0.237057925533476,1.51482838402624,0.130114105447365
"Matteo Darmian",33,"it ITA","DF","Inter","True",26.7,0.304540612866117,-0.105244126234299,0.331891881115669,-0.547733502877526,-0.467830008643999
"Juan David Cabal",22,"co COL","DF","Hellas Verona","True",16.6,0.658967751875826,0.0774169764819064,0.0879359659816167,0.615562970883961,0.91444929994143
"Paweł Dawidowicz",28,"pl POL","DF","Hellas Verona","True",23.8,-0.908766233372989,-0.763222558319113,-0.389030534450055,0.12214163089643,1.07390111987068
"Koni De Winter",21,"be BEL","DF","Genoa","True",26.4,-0.532871457992939,-0.934719171325407,-0.576091046627029,-1.36029085900534,0.997492939382416
"Giovanni Di Lorenzo",29,"it ITA","DF","Napoli","True",35.9,1.62159098825731,2.63645814796047,0.0207990346902285,1.05876468522633,-1.4382228673743
"Federico Dimarco",25,"it ITA","DF","Inter","True",23.1,2.00478184424742,1.12681017713843,-0.54304173607792,0.65656271695286,-2.34320785261614
"Berat Djimsiti",30,"al ALB","DF","Atalanta","True",31.5,-0.93690172396278,-0.886155621224201,-0.763523983034638,-0.801084793507178,-0.374601715136292
"Patrick Dorgu",18,"dk DEN","DF,MF","Lecce","True",17.4,1.11947027086333,-0.658565378945717,0.266419123530263,-1.1088216499109,0.288730951593751
"Alberto Dossena",24,"it ITA","DF","Cagliari","True",33.1,-0.795713161835032,-1.05472070063057,-0.133485013526251,0.316784294096149,0.717400867910037
"Denzel Dumfries",27,"nl NED","DF","Inter","True",18.2,1.62790348659617,-0.4388697844909,-0.858348590689516,-0.924147843703432,-0.469874524783102
"Festy Ebosele",20,"ie IRL","DF","Udinese","True",18.9,1.58413362368565,-1.434479940036,0.0177523334970881,-0.696816265537488,0.228828394388372
"Kingsley Ehizibue",28,"nl NED","DF","Udinese","True",10.6,0.92548626371317,-1.51635546845856,-0.0533302676576942,-1.26878048959445,-0.175504480582705
"Martin Erlic",25,"hr CRO","DF","Sassuolo","True",29.1,-0.799110809879855,-1.0378521716694,-0.768387468779095,0.165875086304275,0.413582972248297
"João Ferreira",22,"pt POR","DF","Udinese","True",20.2,0.0983100942324497,-0.205426654077336,1.70247607162724,0.418106391912409,1.37282130099668
"Alessandro Florenzi",32,"it ITA","DF","Milan","True",19.2,0.366382882251908,1.6404885594456,1.08309885077922,2.00732131638041,-1.07804891835452
"Antonino Gallo",23,"it ITA","DF","Lecce","True",27.7,0.94144279295313,0.615862068799278,-0.00421518548497646,1.49822392439181,-1.9642839579067
"Federico Gatti",25,"it ITA","DF","Juventus","True",29.3,-0.185656770910442,-0.25500730709691,-1.14495792762668,-0.317143577040678,0.567025386636426
"Valentin Gendrey",23,"fr FRA","DF","Lecce","True",33.8,0.445863463502958,-0.259293656392585,-0.485226966503167,-0.16355575274074,-0.669127928976029
"Mario Gila",22,"es ESP","DF","Lazio","True",20.1,-0.708397493412786,0.649138327568411,0.1447701098466,0.399628307110367,0.436856851201995
"Emmanuel Gyasi",29,"gh GHA","DF,FW","Empoli","True",20.9,0.373759563234974,-1.60009224519118,-0.242773295392868,-1.77667882223547,1.39854780668174
"Norbert Gyömbér",31,"sk SVK","DF","Salernitana","True",19.6,-0.816730816094405,-1.23393818612382,-0.274416911355338,-0.90888189249213,1.95467826252007
"Hans Hateboer",29,"nl NED","DF","Atalanta","True",12.4,1.22201716632723,0.316237701533294,-0.881042931856178,-0.832271804389021,-0.351825726503232
"Theo Hernández",25,"fr FRA","DF","Milan","True",31,1.11813378342579,1.29615760237118,-1.48367211555361,-0.131933361708994,-0.0697845560354785
"Emil Holm",23,"se SWE","DF","Atalanta","True",10.5,1.65080179175034,-0.955750300188962,2.21352346982012,-0.59502183715791,-0.0907302741920989
"Elseid Hysaj",29,"al ALB","DF","Lazio","True",13.3,0.215589728429917,0.675570825132113,0.150691080590658,-0.699472113588893,-0.208729536482627
"Ardian Ismajli",26,"al ALB","DF","Empoli","True",22.7,-0.901306920332619,-1.0426982602327,-0.78746976868237,-0.487444787551225,-0.0802405928274568
"Armando Izzo",31,"it ITA","DF","Monza","True",18.3,-0.916623008075161,-0.284994513365075,-0.11649106584569,-0.165051660025924,2.17823677853332
"Juan Jesus",32,"br BRA","DF","Napoli","True",23.5,-1.29807017923183,0.364991647532771,-0.130825969026731,-0.0656129249003242,1.05401552321748
"Hassane Kamara",29,"ci CIV","DF","Udinese","True",24.7,0.977433947972303,-0.539665684663225,-0.313404742611991,-0.384576909882913,-0.97789095060852
"Michael Kayode",19,"it ITA","DF","Fiorentina","True",22.9,0.667601271615191,-0.138691643842072,0.495823680917133,-0.165372277857819,-1.24531608670631
"Simon Kjær",34,"dk DEN","DF","Milan","True",13,-1.09951422627671,0.206510208409664,0.211545103328535,-0.0148588163005505,-0.25768996899324
"Sead Kolašinac",30,"ba BIH","DF","Atalanta","True",24.2,-0.101241968722893,-0.262235404885544,0.516065705151117,-1.09398991882722,0.283733444950792
"Filip Kostić",30,"rs SRB","DF","Juventus","True",20.2,1.33414700133804,0.125925254819946,-0.234653632033707,0.35097416614418,-1.09915379607168
"Rasmus Kristensen",26,"dk DEN","DF","Roma","True",19.4,0.644903784268645,-0.812007413983603,1.09489936710075,-0.938390862837061,-0.968898322271364
"Thomas Kristensen",21,"dk DEN","DF","Udinese","True",23.3,-0.692918150813211,-1.25189758775449,-0.240295530994901,-0.331539490750829,0.489218112940494
"Giorgos Kyriakopoulos",27,"gr GRE","DF","Monza","True",19,1.03808534702834,0.324235441939744,-0.757415860355269,-0.531945710562387,-1.17307517878058
"Valentino Lazaro",27,"at AUT","DF,MF","Torino","True",22.2,1.08824627009763,-0.0623538753380527,-1.34013080741255,-0.0829098189288189,-1.74306411001213
"Manuel Lazzari",29,"it ITA","DF","Lazio","True",18.6,1.14672875756102,-0.0350832948325954,-0.432961956133225,-1.63796218696812,-0.975379383099292
"Pol Lirola",25,"es ESP","DF","Frosinone","True",17.1,0.621252456674235,-0.299493149065998,0.40082614833682,-0.611602805666782,-1.60001473463994
"Diego Llorente",29,"es ESP","DF","Roma","True",24.1,-0.947589104841324,-0.0866973919022182,-0.770953897617995,-0.322452147094727,0.487206147348311
"Jhon Lucumí",25,"co COL","DF","Bologna","True",24.6,-0.9470480159451,0.474648327074006,-0.0873251307680668,-0.0923535708812813,-0.869502399973466
"Sebastiano Luperto",26,"it ITA","DF","Empoli","True",37.8,-0.826791110887654,-0.909292592807169,-1.3135874719494,-0.0209489182131669,-0.332959545901218
"Charalambos Lykogiannis",29,"gr GRE","DF","Bologna","True",10,0.819795295196575,0.12642694326063,-1.07366674214097,0.0822061499838233,-0.465420192008919
"Giangiacomo Magnani",27,"it ITA","DF","Hellas Verona","True",27.2,-0.663180554011317,-0.743573777320864,-0.891439197975389,0.980400098467266,0.414399220436417
"Gianluca Mancini",27,"it ITA","DF","Roma","True",31.9,-0.694747566927913,-0.0129921139410922,-1.04208497731124,0.189772263920426,1.35783881091432
"Gian Marco Ferrari",31,"it ITA","DF","Sassuolo","True",25.2,-0.441317430098461,0.589243424954294,-1.26504476750428,1.34456534492759,0.115377629293756
"Pablo Marí",29,"es ESP","DF","Monza","True",29.1,-1.16008927822134,-0.40026389512556,-0.500046983510672,0.133339348358626,1.05187106083408
"Aarón Martín",26,"es ESP","DF","Genoa","True",15.3,0.820124734240127,-0.833708060311082,-0.485248089530091,0.56486199157459,0.394740023000356
"Lucas Martínez Quarta",27,"ar ARG","DF","Fiorentina","True",25.5,-0.622866841119622,1.92921645630351,0.840788716350393,2.57483002378249,1.48379030075125
"Adam Marušić",30,"me MNE","DF","Lazio","True",34.4,0.141862978149449,-0.188442486983869,-0.393172849302739,-1.00829594190756,-0.896192714753276
"Nikola Milenković",25,"rs SRB","DF","Fiorentina","True",27.9,-0.979404062227205,-0.201475717727328,-0.378302273640898,0.274838968444635,0.50928379172577
"Ilario Monterisi",21,"it ITA","DF","Frosinone","True",16.3,-0.597639476285516,-0.285814247450757,-0.0368233707070387,-0.143906515833597,-0.636066284973629
"Obite N'Dicka",23,"ci CIV","DF","Roma","True",24.1,-0.7764132874987,-0.13555231281375,-1.02976184012108,-0.662063805701284,0.484957712661688
"Caleb Okoli",22,"it ITA","DF","Frosinone","True",32.4,-0.87630065062172,-0.220393163154109,-0.253702544907505,-0.232942377942091,0.217684895391584
"Mathías Olivera",25,"uy URU","DF","Napoli","True",17.4,0.857228848582611,1.22861564927943,0.744912802021422,-0.429461784293792,-1.42097095072064
"Fabiano Parisi",22,"it ITA","DF","Fiorentina","True",16.2,1.04439199489543,0.863095612984105,-0.223860771616236,-0.10307223821232,-0.692263103785514
"Patric",30,"es ESP","DF","Lazio","True",17.9,-1.02623537469463,0.598701481363548,-0.823391313168306,1.01197087155406,-0.637008403913099
"Benjamin Pavard",27,"fr FRA","DF","Inter","True",18.6,-0.237702815339026,0.565991830360197,-0.441063502450915,-0.0371413536078799,0.652973789325434
"Marcus Pedersen",23,"no NOR","DF","Sassuolo","True",17.9,0.879812302108921,-0.80583023097278,-0.491499966141453,-1.1111452978369,-1.14852331837578
"Nehuén Pérez",23,"ar ARG","DF","Udinese","True",36,-0.51122236620766,-0.338512185750207,-0.321096235834473,0.706277996553342,0.214074160520677
"Lorenzo Pirola",21,"it ITA","DF","Salernitana","True",22.1,-0.777488097646956,-1.29715122562783,-0.380476915201851,-1.08616729870401,1.21760015220108
"Marin Pongračić",25,"hr CRO","DF","Lecce","True",35.8,-0.982818311326851,-0.199310032612759,-1.15467594933434,0.917779716229186,1.65369962295545
"Stefan Posch",26,"at AUT","DF","Bologna","True",26.8,0.0115564361300421,1.17674271758713,2.24959653870825,0.482516332275062,0.157167187584539
"Luca Ranieri",24,"it ITA","DF","Fiorentina","True",22.9,-0.839269025027285,0.42571707883498,-1.41194336029522,0.913614069828626,1.52168656373432
"Ricardo Rodríguez",30,"ch SUI","DF","Torino","True",30.8,-0.0867421759398699,0.173609644666783,-0.305125313644679,0.0761726620511349,-0.538185052620904
"Alessio Romagnoli",28,"it ITA","DF","Lazio","True",26.8,-1.01437293354441,-0.380101786084651,-0.93531614543011,-0.844915691171665,1.11237827250249
"Simone Romagnoli",33,"it ITA","DF","Frosinone","True",30.2,-0.942205745921804,-1.97305699468894,-1.24076405456528,-1.39222962731641,0.0382727329442601
"Amir Rrahmani",29,"xk KVX","DF","Napoli","True",28.9,-1.02786073729277,1.32793681572387,-0.64185124583372,1.68131589669015,-0.292833431710239
"Ruan",24,"br BRA","DF","Sassuolo","True",16.8,-0.776175459544687,-1.55452204596549,-0.693663108465216,-1.10164533513587,1.20077529251852
"Matteo Ruggeri",21,"it ITA","DF","Atalanta","True",27.2,1.14546340036944,0.685488490120962,-0.978526361603932,-0.222830895312066,-1.33271899185581
"Mário Rui",32,"pt POR","DF","Napoli","True",13.4,0.714797994607274,1.85259585872689,-0.216853550145366,1.67951084286078,0.214955235460043
"Stefano Sabelli",30,"it ITA","DF","Genoa","True",27,1.13399906276496,-0.869130130285744,-0.105007115276387,0.588286084353693,-0.0330538983045688
"Giorgio Scalvini",19,"it ITA","DF","Atalanta","True",28.3,-0.155067295908878,0.0263389255976843,-0.257135646497302,-0.211852742204254,1.20721834051166
"Leo Skiri Østigård",23,"no NOR","DF","Napoli","True",18.1,-1.12931319547724,0.385434595774585,-1.26637289869373,0.638066058901512,-0.209747705850621
"Leonardo Spinazzola",30,"it ITA","DF","Roma","True",14.6,1.83187832463769,0.652221297052753,-0.935484662785073,0.533435974303584,-2.27915527521644
"Adrien Tameze",29,"cm CMR","DF,MF","Torino","True",23.8,-0.0700511394168068,-0.352173155256088,-0.14096286991284,-0.697236072132202,-0.230659635806669
"Jackson Tchatchoua",21,"cm CMR","DF","Hellas Verona","True",19.2,0.556579912293525,-0.437838281140604,1.02995087898651,-0.321699989906344,-0.587670923081552
"Malick Thiaw",21,"de GER","DF","Milan","True",18,-1.01342582884701,0.350941076245962,-0.194762782940212,-0.421049337158877,1.72539850333341
"Jeremy Toljan",28,"de GER","DF","Sassuolo","True",23.1,0.563466648338987,-0.435280130647443,-1.54525877533425,-0.449600310630438,-1.68385965270117
"Fikayo Tomori",25,"eng ENG","DF","Milan","True",23.6,-1.10788321734728,-0.264054906584577,-0.399263500166971,-0.84297742064975,0.840943156199001
"Johan Vásquez",24,"mx MEX","DF","Genoa","True",31.7,-0.21150794818268,-1.15141228296476,-0.0792393872688184,-0.256867616737024,0.409351858185021
"Alessandro Vogliacco",24,"it ITA","DF","Genoa","True",13,-0.167059480440901,-0.159695819717741,-0.628276190932554,0.865705871417743,0.161236157729475
"Mërgim Vojvoda",28,"xk KVX","DF","Torino","True",15.3,0.736741106987881,1.07669552964369,-1.02158001808254,0.930480534261728,-1.08117842923419
"Stefan de Vrij",31,"nl NED","DF","Inter","True",17.6,-1.02829405372571,-0.63279173707833,-0.980678632689752,-1.43871250213424,-0.767162301713609
"Sebastian Walukiewicz",23,"pl POL","DF","Empoli","True",22.8,-0.999070248709099,-0.933147637807865,0.343588719738408,0.243368757701635,0.493850959121687
"Timothy Weah",23,"us USA","DF,FW","Juventus","True",14,1.17065056495892,-0.520138978875469,-0.486808636923591,-1.11301114010926,-0.693035220000322
"Nicola Zalewski",21,"pl POL","DF,FW","Roma","True",10.8,1.83832807318991,-0.618176357881101,0.233692220476597,-0.495803947278933,-0.373130620190932
"Gabriele Zappa",23,"it ITA","DF","Cagliari","True",28.5,0.497003288102252,0.368327328446686,-0.378960265149458,0.404919616491517,-1.05551620071289
"Davide Zappacosta",31,"it ITA","DF","Atalanta","True",20.7,1.39529729923871,-0.0991437032469375,-0.287226937078472,-1.51500136001943,-0.505463427638813
"Jordan Zemura",23,"zw ZIM","DF","Udinese","True",11.5,0.978014319773778,-1.16113731235608,-0.163818636620487,-1.12165752121919,-0.135352561497081
"Mateusz Wieteska",26,"pl POL","DF","Clermont Foot/Cagliari","True",12.6,-0.720383992258356,-0.424953427062999,-0.535155258398609,0.201630170151829,0.368960172992347
"Sergio Reguilón",26,"es ESP","DF","Manchester Utd/Brentford","True",17,1.19512162226168,0.0916044908596765,2.21719442008406,0.180040724939546,-0.687706585873622
"Sergio Akieme",25,"es ESP","DF","Almería/Reims","True",27.7,0.547993280823761,-0.981912072666813,-1.03723586579551,-0.821979056947903,0.0192158264589011
"Isak Hien",24,"se SWE","DF","Hellas Verona/Atalanta","True",20,-0.873526173290605,-1.16330018500957,0.205401682534738,-0.46966170151431,1.18778959221423
"Matteo Gabbia",23,"it ITA","DF","Villarreal/Milan","True",19.5,-1.09622846492648,-0.447573808397774,0.162722700244004,-0.256138307813797,2.13458287662956
"Matteo Lovato",23,"it ITA","DF","Torino/Salernitana","True",16.5,-0.738153613747061,-1.19305595918393,0.288119633653122,-1.09400336440919,0.879720146079125
"Alidu Seidu",23,"gh GHA","DF","Rennes/Clermont Foot","True",19.2,-0.520317799901291,-0.159717338447748,1.46895716517838,-0.25745828264619,1.54497449097457
"Josh Doig",21,"sct SCO","DF","Hellas Verona/Sassuolo","True",24.1,0.546363028136908,-0.847891130874958,0.147044969165831,-0.193672243222222,-0.417210035093939
"Lorenz Assignon",23,"tg TOG","DF","Rennes/Burnley","True",24.9,1.01435462620932,-0.398743019715322,0.41247338027051,-1.28024043230747,1.78929245593578
"Radu Drăgușin",21,"ro ROU","DF","Tottenham/Genoa","True",23.8,-0.847980967905902,-1.6509096065614,-1.49781595480767,-1.37474588045664,-0.00667398228033522
"Quentin Merlin",21,"fr FRA","DF","Marseille/Nantes","True",22.1,0.952198233659165,1.69864961362608,0.37653874526462,1.9220399701458,-0.915311316617506
"Filippo Terracciano",20,"it ITA","DF","Hellas Verona/Milan","True",15.2,0.252824878673695,0.233729236348299,0.79148345710268,1.11537128046527,0.243519742856072
"Pasquale Mazzocchi",28,"it ITA","DF","Salernitana/Napoli","True",18.9,1.11205937844054,-0.0529950487873804,-0.159092204977634,-0.404221052903103,0.425504674883363
"Ian Maatsen",21,"nl NED","DF","Dortmund/Chelsea","True",16.3,0.80186578626335,1.28790788108038,0.464918163918911,-0.272532989931484,0.328489266222179
"Maxime Estève",21,"fr FRA","DF","Montpellier/Burnley","True",25.6,-0.568689059300843,-1.50244789605949,0.328538087864216,-0.906784840468805,1.2738159023173
"Chrislain Matsima",21,"fr FRA","DF","Clermont Foot/Monaco","True",16.4,-0.82881950872541,0.280298022745577,-0.0525748464428281,-0.637742145037706,0.991713155371856
"Gabriel Paulista",32,"br BRA","DF","Atlético Madrid/Valencia","True",20,-1.33617781703024,-0.37531924747249,-1.08489409584811,0.0786862327506281,0.346983997613069
"Eric García",22,"es ESP","DF","Barcelona/Girona","True",29.9,-0.439605436427352,2.2503095933872,0.0528204317518323,1.38354394174529,-0.208078834314427
"Adam Masina",29,"ma MAR","DF","Udinese/Torino","True",12.1,-0.68859219497621,-0.425652803786029,0.522617561882837,-0.454797385643476,1.48654569837589
"Alessandro Zanoli",22,"it ITA","DF","Salernitana/Napoli","True",10.8,1.04620110524428,-0.547407074932678,-0.922848896564827,-0.771832681895416,-1.23173588849085
"Kevin Vogt",31,"de GER","DF","Hoffenheim/Union Berlin","True",29.4,-0.817298275409408,0.763777742536075,-1.0243632674165,1.18818733746715,0.210791215915832
"Abner",27,"br BRA","DF,MF","RWD Molenbeek","False",20.6,0.469004231553297,-0.776717859177414,-0.677221796234838,-0.89083035326213,-0.258334989359211
