"player","age","nationality","position","team","top5","minutes_90s","Tradizionale","Sweeper_Keeper","Miracolo","Sotto_Pressione","Lancio_del_Peso"
"Neto",34,"br BRA","GK","Bournemouth","True",32,0.502755666897878,-0.543758378058572,0.301104311369649,0.234114445327179,0.345760247831759
"André Onana",27,"cm CMR","GK","Manchester Utd","True",38,0.00334673966878185,0.906377968158444,0.387659675357343,0.547863124824224,-0.950835993088326
"Đorđe Petrović",23,"rs SRB","GK","Chelsea","True",22.1,-0.351698613224535,-0.00640634079492879,-1.48641829603867,0.983001414945352,0.21046176703706
"Jordan Pickford",29,"eng ENG","GK","Everton","True",38,1.12600533764493,0.656801307089964,0.693082235185279,0.0259711918542428,-0.851849541700991
"Nick Pope",31,"eng ENG","GK","Newcastle Utd","True",14.9,-0.837231980678394,-1.36880975351043,0.339606472791298,-0.893145143383561,1.59604210736064
"David Raya",27,"es ESP","GK","Arsenal","True",32,-0.787392171166772,0.119473560805253,-0.33201563931147,-1.35207496940119,-1.32545864805662
"José Sá",30,"pt POR","GK","Wolves","True",33.7,0.344787593387662,-0.700616875663917,1.39547128765127,0.0614977375739683,0.767855778187079
"Robert Sánchez",25,"es ESP","GK","Chelsea","True",15.9,-0.674749081822413,0.441648858489348,-0.173384080528948,0.0928252636263369,0.584032809361102
"Jason Steele",32,"eng ENG","GK","Brighton","True",17,-1.38359296283378,1.04223789823783,-1.91515970985216,0.685619557771024,0.153092677029647
"James Trafford",20,"eng ENG","GK","Burnley","True",28,-0.137855922494736,2.68998683471596,-1.07230331713137,1.82059178592033,0.984245435004071
"Matt Turner",29,"us USA","GK","Nott'ham Forest","True",17,0.398688038309363,-0.608173842121883,-1.77348941678526,1.16621490483614,0.580032898311803
"Bart Verbruggen",20,"nl NED","GK","Brighton","True",21,-1.6797738912811,1.22205157715684,-0.559301980725572,-0.0416973602941983,0.884948621600149
"Guglielmo Vicario",26,"it ITA","GK","Tottenham","True",38,-1.21491806042134,0.964705175161617,0.270226548401292,-0.130284207303227,1.00108480789413
"Etrit Berisha",34,"al ALB","GK","Empoli","True",14,-0.263676740063881,-0.164520797474694,-1.1510042085588,0.870310999245871,1.22295475249536
"Elia Caprile",21,"it ITA","GK","Empoli","True",23,0.226585748626133,-0.166831178380954,0.187340314886356,0.13731760934726,0.910280046436937
"Marco Carnesecchi",23,"it ITA","GK","Atalanta","True",26.9,-0.0629412095366984,-0.658268145550027,-0.0533366173960956,-0.345503104540199,1.0826772878373
"Andrea Consigli",36,"it ITA","GK","Sassuolo","True",35,0.527732114375501,-0.25571703907623,-1.95830659457099,1.40372967644904,-0.0342857915099142
"Benoît Costil",36,"fr FRA","GK","Salernitana","True",13,0.603861545528943,-0.739853060385529,-1.71969340767471,1.05846827884831,0.0525452949211966
"Michele Di Gregorio",26,"it ITA","GK","Monza","True",31.9,-0.57695838629818,0.832675055983177,1.84516624636148,-0.714554012798203,2.20117475352177
"Wladimiro Falcone",28,"it ITA","GK","Lecce","True",38,0.253272529024292,-0.928472758167318,0.106724496945801,0.167828077569909,0.357655591331832
"Mike Maignan",28,"fr FRA","GK","Milan","True",29,-1.01417742098959,1.10044258431648,-0.627438698493847,0.0101405732282993,0.757623978887189
"Josep Martinez",25,"es ESP","GK","Genoa","True",36,0.453781260672951,0.774248791414808,-0.395848145122972,-0.00383518439128005,-1.85202398573571
"Alex Meret",26,"it ITA","GK","Napoli","True",30.8,-0.91055907854914,-0.669242432244143,-0.333914626780368,-0.605859971916918,0.0377829978265307
"Vanja Milinković-Savić",26,"rs SRB","GK","Torino","True",36,0.655470288776436,0.898943732597792,0.544514728248488,-0.519278741055613,-0.748786238148455
"Lorenzo Montipò",27,"it ITA","GK","Hellas Verona","True",37,1.43218475670502,-0.583592114805409,-0.978269061099024,0.812414245774318,-1.26528658879756
"Juan Musso",29,"ar ARG","GK","Atalanta","True",11,-0.871380877025737,-0.371891252242788,-0.480453415649714,-0.954285290232276,1.13813295719836
"Guillermo Ochoa",38,"mx MEX","GK","Salernitana","True",21,0.922269719090945,-1.05346609673942,-1.39614959538509,1.33765157739704,-0.322500816870319
"Maduka Okoye",23,"ng NGA","GK","Udinese","True",21,1.5114720041989,-2.43742271572334,0.0894421485182874,-0.0499882420372795,-1.08523042799922
"Rui Patrício",35,"pt POR","GK","Roma","True",23,-0.196058461513826,-1.25577520558086,-0.314005821968382,-0.697558320410272,-0.532490654650951
"Ivan Provedel",29,"it ITA","GK","Lazio","True",30,-0.165712188255474,-0.257898669323265,-0.209938185595815,-0.266517858240427,-0.580988573867628
"Simone Scuffet",27,"it ITA","GK","Cagliari","True",31,0.90662442847512,-1.1600335644751,-1.31306268661761,0.880032273221571,-0.658906773826641
"Marco Silvestri",32,"it ITA","GK","Udinese","True",17,-0.24935805942327,-1.42032471957481,-0.677778517093119,-0.319096212308643,0.33677613121524
"Łukasz Skorupski",32,"pl POL","GK","Bologna","True",32,-0.629303161403217,-0.579058429477734,-0.158638183898204,-0.750588777704392,0.488654046619028
"Yann Sommer",34,"ch SUI","GK","Inter","True",34,-0.726011711734973,0.0805225793010363,1.11566206875303,-1.72487480513037,-0.582618817332302
"Mile Svilar",23,"rs SRB","GK","Roma","True",15,-0.737830320962559,0.70593044084086,0.875044342562827,-0.315286593046405,0.360224665470642
"Wojciech Szczęsny",33,"pl POL","GK","Juventus","True",35,-0.260226177080629,-0.904419745519781,0.157005541756732,-0.993316599149287,-0.315445433962505
"Pietro Terracciano",33,"it ITA","GK","Fiorentina","True",33,-0.219837185318115,0.318173764499326,0.889002704793177,-0.745845406509384,-0.365317912322428
"Stefano Turati",21,"it ITA","GK","Frosinone","True",30.5,-0.673095325808116,0.0854979413562049,-1.58401908518911,1.14954123999426,0.468108834220927
"Matz Sels",31,"be BEL","GK","Strasbourg/Nott'ham Forest","True",35,0.252134161411513,-1.07343765694079,-1.58031957708107,0.672170998551323,-0.41505530119059
"Arnaud Bodart",25,"be BEL","GK","Standard Liège","False",29,0.44220864328034,-0.584657187044795,0.33453025644036,0.166097028801438,-0.0510765580921087
"Sinan Bolat",34,"tr TUR","GK","Westerlo","False",26,0.00754162353234002,0.236104741172674,-0.144542143656276,0.54816317420407,-0.135172557957887
"Jean Butez",28,"fr FRA","GK","Antwerp","False",30,-0.585279336411885,1.95676126353512,0.499775774258127,-0.881162206114699,-0.807611723116131
"Gaëtan Coucke",24,"be BEL","GK","Mechelen","False",30,0.273662306346937,-0.164022344375347,1.30043133634624,-0.842697710338801,-0.709965923220131
"Théo Defourny",31,"be BEL","GK","RWD Molenbeek","False",29.8,0.948114596736495,-0.998118242264796,0.536916402573713,0.791050311984405,-0.0520434992684751
"Hervé Koffi",26,"bf BFA","GK","Charleroi","False",26,0.42255247702188,0.0924449839528584,0.926637600297917,-0.180824006380391,-0.768415802866319
"Tobe Leysen",21,"be BEL","GK","OH Leuven","False",16,0.454066488179938,0.181477575936405,1.59156417652776,-0.358999812060646,0.817480931724081
"Simon Mignolet",35,"be BEL","GK","Club Brugge","False",27.1,-0.491716722261381,0.266698011571411,-0.0738332443016102,-0.768363030846315,-0.894011484901842
"Anthony Moris",33,"lu LUX","GK","Union SG","False",28.8,-0.39479971826326,0.259742468815733,-0.0227827165760922,-0.712786203610697,-0.733227011570685
"Paul Nardi",29,"fr FRA","GK","Gent","False",10,0.537983840049244,-1.37411381298759,0.00145471935819188,-0.0505201256629714,-0.662121834881406
"Maxence Prevot",26,"fr FRA","GK","OH Leuven","False",11,-0.147265904252116,-0.163767043880689,-1.38867835649756,0.762106679391548,1.06607938878944
"Davy Roef",29,"be BEL","GK","Gent","False",12,-0.625756537565913,-0.92187842147253,2.77989591224545,-2.53071948553741,0.984514590489178
"Kasper Schmeichel",36,"dk DEN","GK","Anderlecht","False",23,-0.265469031713446,0.466841802277084,2.08102144588188,-0.908838299982716,0.144367935600216
"Gaga Slonina",19,"us USA","GK","Eupen","False",28,-0.323979692489674,-0.158491428661971,-0.236743553123182,0.861158707784679,1.34794590956886
"Zion Suzuki",20,"jp JPN","GK","Sint-Truiden","False",22,-0.648175584017319,1.72330542549304,-0.224039806161516,0.0578043530110433,-0.263855175286109
"Tom Vandenberghe",30,"be BEL","GK","Kortrijk","False",21,0.845136021442253,-0.483069245387117,0.0852502515541121,1.06841366498653,0.12712293022102
"Maarten Vandevoordt",21,"be BEL","GK","Genk","False",30,0.217153086275813,0.255618884633703,0.735920823181473,-0.687524122703984,-1.10026810063427
"Warleson",26,"br BRA","GK","Cercle Brugge","False",30,1.8409769626894,-0.988635617209883,1.49883863974682,-0.733124946281843,-2.05607232109068
"Ryan Allsop",31,"eng ENG","GK","Hull City","False",36.9,-0.798653969986134,3.04425856331676,-1.41011033239077,0.750185313433923,-1.86008211136974
"Jak Alnwick",30,"eng ENG","GK","Cardiff City","False",24,0.653870214854544,0.0413049704534069,-0.236558264608537,0.0109879802972683,-0.65919804194777
"Daniel Bachmann",29,"at AUT","GK","Watford","False",27,-1.26200178689116,1.42071443702496,0.682190049823296,-0.846891043333731,1.05580631066235
"Gavin Bazunu",21,"ie IRL","GK","Southampton","False",41,-1.90397610516525,2.0558864892913,-1.45398678326037,0.235178004521176,1.20841267487088
"James Beadle",19,"eng ENG","GK","Sheffield Weds","False",19,0.0232069878473788,0.350391382995504,-0.00238371102036405,-0.346087214587462,-0.246712879102797
"Asmir Begović",36,"ba BIH","GK","QPR","False",45,0.0131571481637371,-0.507905234480294,-0.81708850239997,0.421736872043962,0.190249968868845
"Bartosz Białkowski",36,"pl POL","GK","Millwall","False",14,0.872154549549072,-1.80417808177896,0.260697860008991,-0.347756630007472,-0.548017361314172
"Jack Bonham",29,"ie IRL","GK","Stoke City","False",14,0.0156980157537036,0.159892948793575,1.00387819513871,-0.756622304094925,0.872503764126579
"Bradley Collins",26,"eng ENG","GK","Coventry City","False",28,-0.297235955264386,-0.242369213423835,0.260890725998392,0.0971942785615602,0.828384104458988
"Michael Cooper",23,"eng ENG","GK","Plymouth Argyle","False",19,0.058045503462888,0.715250792750631,0.988277899808485,-0.460353793420902,1.44948571466025
"Cameron Dawson",28,"eng ENG","GK","Sheffield Weds","False",18,-0.416643440990225,0.897019627138582,-1.32862670390739,0.100117035090205,-0.595806744243032
"Seny Dieng",28,"sn SEN","GK","Middlesbrough","False",35,-0.981643562069738,1.08267705091812,-0.1744509193403,-0.263143298912017,0.0492378900984468
"Tom Glover",25,"au AUS","GK","Middlesbrough","False",11,-1.17607702149354,0.778463521305613,-0.569419801919042,0.142617254626107,1.40598485255324
"Angus Gunn",27,"sct SCO","GK","Norwich City","False",39.3,-0.773542565783293,0.591664521724539,0.661062647842667,-0.612599180393071,-0.00462202850142231
"Ben Hamer",35,"eng ENG","GK","Watford","False",19,-1.18780610149386,1.02951780111729,0.617552278716223,-0.347109497493222,0.493474199006057
"Conor Hazard",25,"nir NIR","GK","Plymouth Argyle","False",27,0.0746394316979296,0.398765744672339,0.0403300883787739,0.454533865199499,0.981661884488199
"Mads Hermansen",23,"dk DEN","GK","Leicester City","False",44,-1.56890764618769,2.64581219145916,0.764202807088371,-0.786410658412867,-0.0861624782868676
"Václav Hladký",32,"cz CZE","GK","Ipswich Town","False",46,-1.3779817999798,1.13171838721278,0.157928710735654,-0.551207276548666,0.231470096106505
"Ethan Horvath",28,"us USA","GK","Cardiff City","False",16,0.300769299001992,-0.650742895061785,-1.186858272228,0.558596411966339,0.409948914129906
"Daniel Iversen",26,"dk DEN","GK","Stoke City","False",18,0.310075751622777,-0.125059477327356,-0.593467724784312,-0.62096677352181,-0.988429413661986
"Viktor Johansson",24,"se SWE","GK","Rotherham Utd","False",44,2.69666951868965,0.181904601316175,0.324685995250629,1.60112102782518,-2.0740148248965
"Illan Meslier",23,"fr FRA","GK","Leeds United","False",43.6,-1.37733801417427,1.55129540724772,-0.30854838429083,-0.748031476383322,0.357746890767389
"Lee Nicholls",30,"eng ENG","GK","Huddersfield","False",36.7,0.522703385954503,-0.48938610850705,-0.437433089823356,0.512652303677074,0.527830699778821
"Max O'Leary",26,"ie IRL","GK","Bristol City","False",46,-0.365352573769805,0.58129268854752,0.0815123909050487,0.0223607433081587,0.819490206646331
"Alex Palmer",26,"eng ENG","GK","West Brom","False",46,-0.816456368106787,0.351328009219921,0.068453984461406,-0.702479315170176,0.10364277098157
"Anthony Patterson",23,"eng ENG","GK","Sunderland","False",45,-0.975782144795413,-0.0417255203414,0.469691094579697,-0.67784636976763,0.47954365474903
"Aynsley Pears",25,"eng ENG","GK","Blackburn","False",25.7,-0.24037324781445,0.0382731675712812,-0.228917293184159,0.325891323208379,1.24928358428924
"John Ruddy",36,"eng ENG","GK","Birmingham City","False",44,0.716320398767521,-0.0817986299942264,-0.283179978432511,0.806658096712781,-0.20113755994121
"Carl Rushworth",22,"eng ENG","GK","Swansea City","False",46,-0.48666190807229,1.76184322981939,0.653778527383434,0.0680310056554966,0.823796951185707
"Matija Šarkić",26,"me MNE","GK","Millwall","False",32,1.20951282687431,-1.03590125928668,0.549569738695313,-0.803804125018216,-1.54493666072499
"Mark Travers",24,"ie IRL","GK","Stoke City","False",13,0.578299342975495,0.138909825453115,-0.234869374136917,0.637863481208169,-0.0679897973315048
"Leopold Wahlstedt",24,"se SWE","GK","Blackburn","False",20.3,-1.05638639109172,0.377373997665008,-0.777762633331911,0.787807420519388,1.92846650547938
"Ben Wilson",30,"eng ENG","GK","Coventry City","False",18,-1.07019522607546,-0.390850923561785,-1.06329453216293,-0.052644760399836,2.1638441848097
"Freddie Woodman",26,"eng ENG","GK","Preston","False",44,1.34127173196275,-0.713175447773929,0.166049504982063,0.420576661749973,-0.342279840915129
"Mio Backhaus",19,"de GER","GK","Volendam","False",32,0.956031426669382,0.828388048536746,-0.154242204908119,2.47347904135595,0.591142250747258
"Nordin Bakker",25,"nl NED","GK","Almere City","False",28.8,2.27849856144888,0.0333846685225191,0.734223375771016,0.734087536586768,-1.76679368973936
"Vasilios Barkas",29,"gr GRE","GK","Utrecht","False",29,0.452390518383549,-0.244448133585936,0.539659884473943,0.282683645865808,-0.492254106610942
"Walter Benítez",30,"ar ARG","GK","PSV Eindhoven","False",32.9,-0.816435345659047,-0.331407872553601,0.974169324413747,-2.13795662941504,-1.30700803234006
"Justin Bijlow",25,"nl NED","GK","Feyenoord","False",16.2,-1.15657811024387,1.70215402752529,-0.0413382895348288,-1.23641176460137,-1.35051838400033
"Michael Brouwer",30,"nl NED","GK","Heracles Almelo","False",34,1.00948072754319,0.207447266282784,-0.545466738915773,2.03439378137152,0.606330981263872
"Jasper Cillessen",34,"nl NED","GK","NEC Nijmegen","False",29.3,0.489928393372203,-0.380934344760995,0.116320577922152,0.431521290995966,0.664019508285654
"Jeffrey De Lange",25,"nl NED","GK","Go Ahead Eag","False",34,0.220435953474052,0.944263108971347,0.3424064990554,0.494187220928638,0.0370237480297708
"Mickey van der Hart",29,"nl NED","GK","Heerenveen","False",12,0.0788117646233608,-0.128045426877906,-2.40681419128096,1.37123413392457,-0.0375621183438436
"Stijn van Gassel",26,"nl NED","GK","Excelsior","False",34,1.11958755324227,1.36876381867835,-1.64961041403029,2.4719075808899,0.0762488557157005
"Andries Noppert",29,"nl NED","GK","Heerenveen","False",22,-0.410463006830134,-0.414887642633616,-0.309927793704373,0.0505298159614678,0.674068034833623
"Nick Olij",27,"nl NED","GK","Sparta R'dam","False",34,0.540621066469904,1.07533613194773,0.403338258099874,0.283006429072825,-0.750293306156962
"Ivor Pandur",23,"hr CRO","GK","Fortuna Sittard","False",16,0.511582659788321,-0.352734345415971,-0.263992660331916,0.255777618655177,-1.15559456157518
"Diant Ramaj",21,"de GER","GK","Ajax","False",20.3,-0.515630858961548,2.16704216783158,0.43669525542403,0.0647698543941591,0.283713007044403
"Eloy Room",34,"cw CUW","GK","Vitesse","False",34,0.544141110487375,0.639865979398075,-0.339388263837876,1.82244674486652,0.456604208698965
"Mathew Ryan",31,"au AUS","GK","AZ Alkmaar","False",29,-0.888200398146764,0.748225115829734,0.685584228101953,-0.980019840860837,0.290087065201539
