player,age,nationality,position,team,top5,minutes_90s,Creativo = Low,Creativo = Average,Creativo = High,Fulcro_di_Gioco = Low,Fulcro_di_Gioco = Average,Fulcro_di_Gioco = High,Lunga_Gittata = Low,Lunga_Gittata = Average,Lunga_Gittata = High,Incontrista = Low,Incontrista = Average,Incontrista = High,Cinico = Low,Cinico = Average,Cinico = High
Josh Windass,29,eng ENG,"MF,FW",Sheffield Weds,False,19.4,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
Harry Winks,27,eng ENG,MF,Leicester City,False,44.9,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Ryan Wintle,26,eng ENG,MF,Cardiff City,False,29.3,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
Okay Yokuşlu,29,tr TUR,MF,West Brom,False,35.8,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Anouar El Azzouzi,22,nl NED,MF,Zwolle,False,14.6,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False
Julian Baas,21,nl NED,MF,Excelsior,False,32.0,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
Zach Booth,19,us USA,"MF,FW",Volendam,False,17.3,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
Can Bozdogan,22,de GER,MF,Utrecht,False,21.8,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
Luuk Brouwers,25,nl NED,MF,Heerenveen,False,22.5,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
Thomas Bruns,31,nl NED,"MF,FW",Heracles Almelo,False,12.0,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
Jordy Clasie,32,nl NED,MF,AZ Alkmaar,False,27.4,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Pelle Clement,27,nl NED,"MF,FW",Sparta R'dam,False,21.1,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Brian De Keersmaecker,23,be BEL,MF,Heracles Almelo,False,32.8,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
Branco van den Boomen,28,nl NED,MF,Ajax,False,11.9,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
Deroy Duarte,24,cv CPV,MF,Fortuna Sittard,False,26.9,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Ryan Flamingo,20,nl NED,"MF,DF",Utrecht,False,30.7,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Oscar Fraulo,19,dk DEN,MF,Utrecht,False,23.3,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Marco van Ginkel,30,nl NED,"MF,FW",Vitesse,False,21.8,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
Jonathan de Guzmán,35,nl NED,MF,Sparta R'dam,False,21.4,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
Milan de Haan,19,nl NED,MF,Volendam,False,24.1,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Alen Halilović,27,hr CRO,"MF,FW",Fortuna Sittard,False,23.3,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Thom Haye,28,id IDN,MF,Heerenveen,False,29.0,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
Mees Hoedemakers,25,nl NED,MF,NEC Nijmegen,False,21.7,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Victor Jensen,23,dk DEN,"MF,FW",Utrecht,False,16.4,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
Joshua Kitolano,21,no NOR,MF,Sparta R'dam,False,23.4,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
Mathias Kjølø,22,no NOR,MF,Twente,False,24.8,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False
Peer Koopmeiners,23,nl NED,MF,Almere City,False,30.8,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False
Kacper Kozłowski,19,pl POL,"MF,FW",Vitesse,False,22.7,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
Evert Linthorst,23,nl NED,MF,Go Ahead Eag,False,26.3,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
Enric Llansana,22,nl NED,"MF,DF",Go Ahead Eag,False,13.6,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
Metinho,20,br BRA,MF,Sparta R'dam,False,14.1,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
Melle Meulensteen,24,nl NED,MF,Vitesse,False,22.7,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
Sven Mijnans,23,nl NED,"MF,FW",AZ Alkmaar,False,26.3,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Damon Mirani,27,nl NED,"MF,DF",Volendam,False,32.0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
Noah Naujoks,21,nl NED,"MF,FW",Excelsior,False,11.7,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
Reuven Niemeijer,28,nl NED,"MF,FW",RKC Waalwijk,False,17.8,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
Kristian Nökkvi Hlynsson,19,is ISL,"MF,FW",Ajax,False,19.6,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
Simon Olsson,25,se SWE,"MF,FW",Heerenveen,False,30.3,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Yassin Oukili,22,nl NED,MF,RKC Waalwijk,False,31.0,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
Oğuzhan Özyakup,30,tr TUR,MF,Fortuna Sittard,False,10.7,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
Álvaro Peña,31,es ESP,MF,Almere City,False,12.5,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Dirk Proper,21,nl NED,MF,NEC Nijmegen,False,25.5,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Eliano Reijnders,22,nl NED,"FW,DF",Zwolle,False,23.1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Stije Resink,20,nl NED,MF,Almere City,False,28.6,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Godfried Roemeratoe,23,cw CUW,MF,RKC Waalwijk,False,25.9,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
Philippe Rommens,25,be BEL,MF,Go Ahead Eag,False,18.0,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
Loreintz Rosier,24,fr FRA,MF,Fortuna Sittard,False,19.0,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
Michal Sadílek,24,cz CZE,MF,Twente,False,30.0,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
Cisse Sandra,19,be BEL,MF,Excelsior,False,18.6,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Lasse Schöne,37,dk DEN,MF,NEC Nijmegen,False,13.8,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False
Jerdy Schouten,26,nl NED,"MF,DF",PSV Eindhoven,False,26.9,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
Sem Steijn,21,nl NED,MF,Twente,False,26.8,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
Calvin Stengs,24,nl NED,"MF,FW",Feyenoord,False,23.3,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
Anas Tahiri,28,be BEL,MF,Heerenveen,False,12.9,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
Benjamin Tahirovic,20,ba BIH,MF,Ajax,False,18.5,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Kenneth Taylor,21,nl NED,"MF,DF",Ajax,False,30.6,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
Mathijs Tielemans,21,nl NED,MF,Vitesse,False,18.6,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Guus Til,25,nl NED,MF,PSV Eindhoven,False,22.6,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True
Quinten Timber,22,nl NED,MF,Feyenoord,False,29.6,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
Jens Toornstra,34,nl NED,"MF,FW",Utrecht,False,19.8,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
Calvin Twigt,20,nl NED,MF,Volendam,False,22.7,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Dave Van Den Berg,23,nl NED,MF,Zwolle,False,28.4,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Joey Veerman,24,nl NED,MF,PSV Eindhoven,False,26.5,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
Odysseus Velanas,25,nl NED,"MF,FW",Zwolle,False,23.8,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True
Arno Verschueren,26,be BEL,MF,Sparta R'dam,False,26.3,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False
Mats Wieffer,23,nl NED,MF,Feyenoord,False,28.8,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True
Dani de Wit,25,nl NED,MF,AZ Alkmaar,False,27.9,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
Ramiz Zerrouki,25,dz ALG,MF,Feyenoord,False,15.4,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
Willum Þór Willumsson,24,is ISL,MF,Go Ahead Eag,False,29.7,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
Salvador Agra,31,pt POR,"FW,DF",Boavista,False,27.3,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Alan,23,br BRA,MF,Moreirense,False,27.3,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Beni,21,ao ANG,MF,Casa Pia,False,16.3,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
Benny,23,pt POR,"MF,FW",Chaves,False,14.1,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False
Daniel Bragança,24,pt POR,MF,Sporting CP,False,11.4,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
Carlinhos,29,br BRA,MF,Portimonense,False,31.6,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Martim Carvalho,20,pt POR,MF,Gil Vicente FC,False,20.7,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False
Vitor Carvalho,26,br BRA,MF,Braga,False,14.5,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
Facundo Cáseres,22,ar ARG,MF,Farense,False,12.4,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
Geny Catamo,22,mz MOZ,"MF,DF",Sporting CP,False,18.7,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
Fábio Conceição,22,pt POR,"MF,FW",Rio Ave,False,28.2,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Leo Cordeiro,27,br BRA,MF,Estrela,False,29.0,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Costinha,23,pt POR,"MF,DF",Rio Ave,False,33.9,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Dener,31,br BRA,MF,Portimonense,False,19.6,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
Maxime Dominguez,27,ch SUI,"MF,FW",Gil Vicente FC,False,25.9,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
Ricardo Esgaio,30,pt POR,"MF,DF",Sporting CP,False,16.6,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False
Stephen Eustáquio,26,ca CAN,MF,Porto,False,17.0,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Claudio Falcão,29,br BRA,MF,Farense,False,28.9,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
Jean Felipe,29,br BRA,"MF,DF",Estrela,False,12.8,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Gonçalo Franco,22,pt POR,MF,Moreirense,False,30.2,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False
Kanya Fujimoto,24,jp JPN,MF,Gil Vicente FC,False,22.2,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
Bruno Gaspar,30,ao ANG,"MF,DF",Vitória,False,25.4,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
Mory Gbane,22,ci CIV,MF,Gil Vicente FC,False,21.2,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
Rodrigo Gomes,20,pt POR,"MF,DF",Estoril,False,27.2,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
Nicolás González,21,es ESP,MF,Porto,False,18.9,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
João Graça,28,pt POR,MF,Rio Ave,False,13.3,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False
Ricardo Guimarães,27,mz MOZ,MF,Chaves,False,13.9,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False
Tomás Händel,22,pt POR,MF,Vitória,False,28.0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Morten Hjulmand,24,dk DEN,MF,Sporting CP,False,24.3,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
Fabrício Isidoro,31,br BRA,MF,Farense,False,18.5,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
Orkun Kökçü,22,tr TUR,MF,Benfica,False,19.8,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
Eboue Kouassi,25,ci CIV,MF,Arouca,False,15.0,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Florentino Luís,23,pt POR,MF,Benfica,False,18.7,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
Gaius Makouta,26,cg CGO,MF,Boavista,False,25.9,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
Ricardo Mangas,25,pt POR,"MF,DF",Vitória,False,21.2,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
João Marques,21,pt POR,"MF,FW",Estoril,False,21.9,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
Hidemasa Morita,28,jp JPN,MF,Sporting CP,False,23.8,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
João Moutinho,36,pt POR,MF,Braga,False,23.5,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False
Diogo Nascimento,20,pt POR,MF,Vizela,False,24.0,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Neto,31,br BRA,MF,Casa Pia,False,25.0,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False
João Neves,18,pt POR,MF,Benfica,False,25.7,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Nonoca,25,br BRA,MF,Portimonense,False,21.3,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
Kelechi Nwakali,25,ng NGA,MF,Chaves,False,23.0,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
Lawrence Ofori,25,gh GHA,MF,Moreirense,False,27.3,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False
Mattheus Oliveira,29,br BRA,MF,Farense,False,24.8,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Amine Oudrhiri,30,ma MAR,MF,Rio Ave,False,24.7,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
Pepê,26,br BRA,"MF,DF",Porto,False,31.7,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
Sebastián Pérez Cardona,30,co COL,MF,Boavista,False,24.3,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False
Wagner Pina,20,0,"MF,DF",Estoril,False,12.2,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
Pizzi,33,pt POR,"MF,FW",Braga,False,10.7,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
Miguel Reisinho,24,pt POR,MF,Boavista,False,23.3,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Pablo Roberto,23,br BRA,"MF,FW",Casa Pia,False,18.5,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Gustavo sá,18,pt POR,MF,Famalicão,False,20.4,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Samu,27,pt POR,MF,Vizela,False,30.7,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
Nuno Santos,28,pt POR,"MF,DF",Sporting CP,False,22.9,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
Pedro Santos,22,pt POR,MF,Arouca,False,16.1,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Rafa Silva,30,pt POR,"MF,FW",Benfica,False,27.5,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
Tiago Silva,30,pt POR,MF,Vitória,False,25.9,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
David Simão,33,pt POR,MF,Arouca,False,28.4,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False
Aloísio Souza Genézio,27,br BRA,MF,Estrela,False,16.6,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
Morlaye Sylla,25,gn GUI,"MF,FW",Arouca,False,28.7,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Pedro Tiba,34,pt POR,MF,Gil Vicente FC,False,16.6,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False
Mirko Topić,22,rs SRB,MF,Famalicão,False,26.1,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
Alan Varela,22,ar ARG,MF,Porto,False,24.7,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False
Ilija Vukotić,24,me MNE,MF,Boavista,False,11.1,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
Zaydou Youssouf,24,fr FRA,MF,Famalicão,False,30.7,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False
Rodrigo Zalazar,23,uy URU,MF,Braga,False,20.2,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
Oliver Abildgaard,27,dk DEN,MF,Como,False,20.7,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
Gonzalo Abrego,23,ar ARG,MF,Cremonese,False,12.2,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Gennaro Acampora,29,it ITA,MF,Bari,False,13.0,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False
Francesco Amatucci,22,it ITA,MF,Cittadella,False,21.1,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
Janis Antiste,20,fr FRA,"MF,FW",Reggiana,False,18.7,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True
Filippo Bandinelli,28,it ITA,MF,Spezia,False,21.7,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
Thomas Battistella,22,it ITA,MF,Modena,False,12.6,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
Alessandro Bellemo,27,it ITA,MF,Como,False,30.9,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
Ahmad Benali,31,ly LBY,MF,Bari,False,24.3,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False
Adrian Bernabe,22,es ESP,MF,Parma,False,28.8,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Massimo Bertagnoli,24,it ITA,MF,Brescia,False,16.9,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
Michele Besaggio,21,it ITA,MF,Brescia,False,12.8,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False
Alessandro Bianco,20,it ITA,MF,Reggiana,False,33.5,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
Dimitri Bisoli,29,it ITA,MF,Brescia,False,30.7,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Bjarki Bjarkason,23,is ISL,"MF,DF",Venezia,False,15.4,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True
Birkir Bjarnason,35,is ISL,MF,Brescia,False,21.4,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
Simone Branca,31,it ITA,MF,Cittadella,False,28.5,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
Gianluca Busio,21,us USA,MF,Venezia,False,32.6,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Fabrizio Caligara,23,it ITA,MF,Ascoli,False,16.0,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False
Giacomo Calò,26,it ITA,MF,Cosenza,False,26.0,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
Giuseppe Carriero,25,it ITA,MF,Cittadella,False,17.7,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
Daniele Casiraghi,30,it ITA,MF,Südtirol,False,32.2,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
Claudio Cassano,20,it ITA,"MF,FW",Cittadella,False,18.8,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False
Francesco Cassata,26,it ITA,"MF,DF",Spezia,False,20.2,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False
Michele Castagnetti,33,it ITA,MF,Cremonese,False,29.3,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False
Riccardo Ciervo,21,it ITA,"MF,DF",Südtirol,False,15.2,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
Luca Cigarini,37,it ITA,MF,Reggiana,False,11.6,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
Michele Collocolo,23,it ITA,MF,Cremonese,False,19.0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
Giovanni Crociata,25,it ITA,"MF,FW",Calcio Lecco 1912,False,28.4,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Marco D'Alessandro,32,it ITA,"FW,DF",Pisa,False,16.8,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
Lucas Da Cunha,22,fr FRA,"MF,FW",Como,False,28.9,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
Kees De Boer,23,nl NED,MF,Ternana,False,13.2,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
Duccio Degl'Innocenti,20,it ITA,MF,Calcio Lecco 1912,False,17.6,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False
Francesco Di Mariano,27,it ITA,"FW,DF",Palermo,False,17.6,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False
Davide Di Molfetta,27,it ITA,"MF,FW",FeralpiSalò,False,17.6,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
Francesco Di Tacchio,33,it ITA,MF,Ascoli,False,29.8,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
Filippo Distefano,19,it ITA,"FW,DF",Ternana,False,14.6,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
Malcolm Edjouma,26,fr FRA,MF,Bari,False,11.5,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
Mikael Ellertsson,21,is ISL,"MF,DF",Venezia,False,18.7,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
Salvatore Esposito,22,it ITA,MF,Spezia,False,34.7,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
Sebastiano Esposito,21,it ITA,"MF,FW",Sampdoria,False,17.4,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
Nahuel Estévez,27,ar ARG,MF,Parma,False,25.6,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
Luca Fiordilino,27,it ITA,MF,FeralpiSalò,False,29.3,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
Nicolas Galazzi,22,it ITA,"MF,DF",Brescia,False,19.6,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
Giorgio Galli,26,it ITA,MF,Calcio Lecco 1912,False,14.6,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
Fabio Gerli,26,it ITA,MF,Modena,False,22.4,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Andrea Ghion,23,it ITA,MF,Catanzaro,False,17.6,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
Samuel Giovane,20,it ITA,"MF,DF",Ascoli,False,17.2,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
Natan Girma,21,ch SUI,"MF,FW",Reggiana,False,17.2,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False
Claudio Gomes,23,fr FRA,MF,Palermo,False,29.3,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False
Liam Henderson,27,sct SCO,MF,Palermo,False,13.5,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
Hernani,29,br BRA,MF,Parma,False,24.4,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False
Artur Ioniță,32,md MDA,MF,Calcio Lecco 1912,False,31.6,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
Elvis Kabashi,29,al ALB,MF,Reggiana,False,22.6,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False
Pajtim Kasami,31,ch SUI,MF,Sampdoria,False,22.0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Rachid Kouda,21,it ITA,"MF,FW",Spezia,False,15.0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
Christos Kourfalidis,20,gr GRE,MF,FeralpiSalò,False,24.8,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
Tom van de Looi,24,nl NED,MF,Brescia,False,17.4,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
Gregorio Luperini,29,it ITA,MF,Ternana,False,26.9,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
Luca Magnino,25,it ITA,MF,Modena,False,29.4,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
Mattia Maita,30,it ITA,MF,Bari,False,20.7,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False
Marius Marin,24,ro ROU,MF,Pisa,False,31.0,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False
Manuel Marras,30,it ITA,"FW,DF",Cosenza,False,24.2,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
Patrizio Masini,22,it ITA,MF,Ascoli,False,20.8,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
Filippo Melegoni,24,it ITA,"MF,FW",Reggiana,False,15.1,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
Giacomo Olzer,22,it ITA,"MF,FW",Brescia,False,10.0,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
Antonio Palumbo,26,it ITA,MF,Modena,False,30.7,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
Gabriele Piccinini,22,it ITA,"MF,FW",Pisa,False,12.0,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False
Charles Pickel,26,cd COD,MF,Cremonese,False,16.1,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
Marco Pompetti,23,it ITA,MF,Catanzaro,False,15.6,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False
Simone Pontisso,26,it ITA,MF,Catanzaro,False,10.7,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Manolo Portanova,23,it ITA,"MF,DF",Reggiana,False,27.3,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False
Mateusz Praszelik,22,pl POL,MF,Cosenza,False,18.1,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
Niklas Pyyhtiä,19,fi FIN,MF,Ternana,False,18.9,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Jacopo Segre,26,it ITA,MF,Palermo,False,27.6,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
Alessandro Sersanti,21,it ITA,MF,Calcio Lecco 1912,False,25.1,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
Simon Sohm,22,ch SUI,MF,Parma,False,17.8,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
Dimitris Sounas,28,gr GRE,MF,Catanzaro,False,21.2,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
Leo Štulac,28,si SVN,MF,Palermo,False,11.5,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
Fabian Tait,30,it ITA,MF,Südtirol,False,32.3,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
Andrea Tessiore,23,it ITA,"MF,DF",Cittadella,False,12.5,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Tanner Tessmann,21,us USA,MF,Venezia,False,34.9,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
Lisandru Tramoni,20,fr FRA,"FW,DF",Pisa,False,11.1,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
