"player","age","nationality","position","team","top5","minutes_90s","Creativo","Fulcro_di_Gioco","Lunga_Gittata","Incontrista","Cinico"
"Adil Aouchiche",21,"fr FRA","MF,FW","Sunderland","False",12.2,1.92515239101913,1.74020843144893,1.87195658622342,0.00827103680631707,0.5323206452951
"Joe Aribo",27,"ng NGA","MF","Southampton","False",17.8,0.920578116533072,0.789152629342824,-0.807607923390556,0.411599968379184,1.13422771994949
"Stuart Armstrong",31,"sct SCO","MF","Southampton","False",31.4,1.65752828935556,1.67499009596834,0.992644591076565,-0.986734246756071,0.682723452942829
"Abdoullah Ba",20,"fr FRA","MF,FW","Sunderland","False",21.4,2.13884835357699,-0.262023129479622,-0.477111082756519,-1.59994967829141,0.915507605192766
"Lewis Baker",28,"eng ENG","MF","Stoke City","False",11.9,0.0834644043668058,-0.351582701221595,2.52657679317045,-1.20602691118308,0.225181753760603
"Barry Bannan",33,"sct SCO","MF","Sheffield Weds","False",38,-0.58066519605919,0.670589973513599,1.10852394209348,-0.277409046118715,-0.798875244067834
"Daniel Barlaser",26,"tr TUR","MF","Middlesbrough","False",25.9,-0.707012382468575,1.61464929124577,1.75234682803302,-0.853202365532039,-1.18462042257384
"Ashley Barnes",33,"eng ENG","MF,FW","Norwich City","False",27.8,0.0635260893941265,-0.980865853429981,-1.00001172275745,-1.84579878262793,1.29324224241963
"Sam Bell",21,"eng ENG","FW,DF","Bristol City","False",20.1,1.20316793806923,-0.943770606233655,-0.948295609297607,-0.879062490876375,0.908419311283631
"Jobe Bellingham",17,"eng ENG","MF,FW","Sunderland","False",40.3,0.445818929410796,-0.573491116328228,-0.626446095437917,-0.725359044855318,1.09150530513773
"Krystian Bielik",25,"pl POL","MF,DF","Birmingham City","False",33.1,-1.50564321461208,-0.736055519519207,-0.85344826041,0.272793175699079,-0.435269051027251
"Alan Browne",28,"ie IRL","MF,DF","Preston","False",35.2,-0.171232925697918,-0.477793617743415,0.396369950074022,0.581454479225214,-0.523808375425332
"Wouter Burger",22,"nl NED","MF","Stoke City","False",29.2,-0.329491362155838,0.463819241171474,-0.608825378677029,1.52195248690718,-0.153178926769344
"George Byers",27,"sct SCO","MF","Sheffield Weds","False",15.3,-0.739603600826259,-0.885341681125354,-0.670890851009379,0.369664797907427,0.239397611665255
"Cafú",30,"pt POR","MF","Rotherham Utd","False",20,-0.0486028127339175,-0.917981229695524,1.35878667668174,-1.55816402088244,-0.438039289946715
"Giorgi Chakvetadze",23,"ge GEO","MF,FW","Watford","False",17.8,1.45309590770577,1.57940746780087,1.18838154009014,-0.417648513039564,-0.0183580008144372
"Nathaniel Chalobah",28,"eng ENG","MF","West Brom","False",10,-0.39961595743705,0.111932050852414,-0.532131106965436,-0.14823812394544,-0.571553367953271
"Conor Chaplin",26,"eng ENG","MF","Ipswich Town","False",37.1,0.899618236372645,0.742504627473429,-0.294008726459301,-1.04257522113299,0.226117158948205
"Shea Charles",19,"nir NIR","MF,DF","Southampton","False",16,-0.387794302757617,-0.471288419291985,-0.72514179450143,0.488367280397542,-0.438169373780301
"Jack Clarke",22,"eng ENG","MF,FW","Sunderland","False",38.8,2.78281747851599,1.55499730637717,1.02756957585529,-0.619336457940264,0.306484502878862
"Sam Clucas",32,"eng ENG","MF","Rotherham Utd","False",20.9,-0.627035185135614,-1.13918960097973,1.14921675605977,-0.124887862496893,-0.484049077855652
"Jack Colback",33,"eng ENG","MF","QPR","False",22.1,-0.904978171723731,-0.849773938286394,-0.478735389269384,-0.196662256929259,1.78467214536177
"Rubin Colwill",21,"wls WAL","MF,FW","Cardiff City","False",17.7,1.07500518753674,-0.0688484701130641,0.0354913485836509,0.457914209294887,-0.56332414431039
"Oliver Cooper",23,"wls WAL","MF,FW","Swansea City","False",13.6,0.62061306298434,-0.976051967657329,-0.676318292828532,0.885516899897626,0.28782480547132
"Matt Crooks",29,"eng ENG","MF,FW","Middlesbrough","False",17,0.956549061058433,1.32609752119882,-0.879921701111234,-0.387875939519067,1.17017071523747
"Tom Dele-Bashiru",23,"ng NGA","MF,DF","Watford","False",25.1,-0.855433461132086,-0.84006946826925,-0.67666428521048,-0.595015258365501,-0.382245363340942
"Kiernan Dewsbury-Hall",24,"eng ENG","MF","Leicester City","False",40.4,1.79783404547437,1.99593437613351,1.49666573503595,-1.09016698287972,0.798883009229365
"Grady Diangana",25,"cd COD","MF,FW","West Brom","False",26.1,1.1354522128828,0.294914296992827,-0.66581559255178,-1.18563159155876,1.12630870949733
"Elijah Dixon-Bonner",22,"eng ENG","MF","QPR","False",10,-0.163419713812252,0.189722422373703,-0.293428042440232,-0.689961104912164,-0.909296432473296
"Flynn Downes",24,"eng ENG","MF","Southampton","False",28.3,-0.424246511455444,-0.522095757188204,-0.546918653932828,-0.109588888125386,1.09786810897883
"Josh Eccles",23,"eng ENG","MF","Coventry City","False",36.4,-0.126620014541866,0.312734852301604,1.19102196262607,0.907280317043253,-0.653953092936486
"Pierre Ekwah Elimby",21,"fr FRA","MF","Sunderland","False",33.5,-0.85790296625691,-0.0213275834442459,-0.552491447564715,0.000235653711927596,-0.931094079681003
"Sam Field",25,"eng ENG","MF","QPR","False",38.5,-1.13175545421307,-0.998656725985658,-0.921970253380004,0.0883431798777758,0.70827286438559
"Mads Frøkjær-Jensen",24,"dk DEN","MF,FW","Preston","False",28.5,0.39231884558841,0.202082803069111,-0.389383195908972,-0.223159944300466,-0.0535926978917493
"Jay Fulton",29,"sct SCO","MF","Swansea City","False",30.6,-0.602031698159987,-1.06013892610571,-0.953857029876467,-0.125860481377244,-0.0150409338544017
"Gabriel",24,"br BRA","MF,FW","Norwich City","False",45.6,0.18097898015295,1.41241931258792,2.30857919586151,-0.022533815753548,-0.790476708986852
"Matt Grimes",28,"eng ENG","MF","Swansea City","False",46,-0.796408682816314,0.561882638856628,-0.0692680139406434,-0.208875583959207,-0.649707090411296
"Ilia Gruev",23,"bg BUL","MF","Leeds United","False",19.7,-1.20056064701026,-1.09703480582317,0.0580141358383836,0.117297639424011,-0.770718788995703
"Hayden Hackney",21,"eng ENG","MF","Middlesbrough","False",20.1,0.254049693822059,1.58146280407786,-0.252343575160767,0.502705335481663,-0.501016946635681
"Jonathan Hogg",34,"eng ENG","MF","Huddersfield","False",29.9,-1.24316986656555,-0.716749804693362,-0.691722461323565,1.0317624464105,-1.15850938292966
"Duane Holmes",28,"us USA","MF,FW","Preston","False",23.4,0.685693314008589,-0.236870768194186,-0.354086551477789,-0.11211491110038,0.752512930286217
"George Honeyman",28,"eng ENG","MF","Millwall","False",23.1,-0.311871752849816,-0.531696465562558,0.562192463626877,1.25252194918552,-0.373441408843168
"Jordan Houghton",27,"eng ENG","MF","Plymouth Argyle","False",31.8,-0.953944293014775,-0.747793451528704,0.298644123921437,-0.283392219868083,-0.204822988407075
"Jonny Howson",35,"eng ENG","MF","Middlesbrough","False",34.4,-0.546760975792415,0.149586223566862,0.596938526380686,-0.327120523643165,-0.705547594590193
"Jordan James",19,"wls WAL","MF,FW","Birmingham City","False",25.6,-0.367651491950277,-0.688289927260176,-0.507280338181923,0.0435999491687159,0.653104853065589
"Matty James",32,"eng ENG","MF","Bristol City","False",32.1,-1.11450838006569,-1.51402312858419,-0.21881991128057,-0.176443132097203,0.196764177568947
"Daniel Johnson",30,"jm JAM","MF,FW","Stoke City","False",18.1,0.736615807050678,-0.0999116521758307,1.18450352958257,-0.69670322417569,0.616456267816313
"Glen Kamara",27,"fi FIN","MF","Leeds United","False",30,-0.147526414477724,0.131038935269692,-0.593585016664618,-0.861195187112147,-0.30788914220303
"David Kasumu",23,"eng ENG","MF,DF","Huddersfield","False",26.1,-0.311202077299487,-1.2308437311248,-0.758425667270425,0.196457470503659,-0.590338230598317
"Edo Kayembe",25,"cd COD","MF","Watford","False",27.2,-0.122960908910534,0.133212997734667,-0.496043049888122,-0.543083799215751,-0.245138165654722
"Jason Knight",22,"ie IRL","MF,FW","Bristol City","False",42.6,0.513193700464445,-0.39204027716329,-0.884591540415608,-0.697280986481774,0.331212085941385
"Ismaël Koné",21,"ca CAN","MF","Watford","False",28.4,0.183143279720122,0.0924058788525327,-0.0775724317272209,-0.876191524607772,0.0123275926563243
"Josh Laurent",28,"eng ENG","MF","Stoke City","False",29.9,0.0500673995798415,0.0415199464125971,-0.543916663925485,-0.232407569134404,0.234798447967024
"Ryan Ledson",25,"eng ENG","MF","Preston","False",17.2,-1.23483306678635,-1.17961396189144,-0.616018881189362,0.619894044309732,-0.970592481713384
"Jamie Lindsay",27,"sct SCO","MF","Rotherham Utd","False",12,-0.77498323726858,-1.85095290390536,-0.988164436080233,-0.707972511359394,0.935699046191626
"Jake Livermore",33,"eng ENG","MF","Watford","False",23,-1.21052487899374,-1.37943664821429,-0.623884739410942,0.115370489907915,2.4540537252482
"Ryan Longman",22,"eng ENG","MF,FW","Millwall","False",19.2,1.06427486229862,-0.967604786602713,0.127112037837779,-0.0730885073943121,0.224011032854365
"Massimo Luongo",30,"au AUS","MF","Ipswich Town","False",35.1,-0.407677049993533,0.152412317831343,-0.673672673794755,0.782843812654231,-0.127750319960943
"Alistair McCann",23,"nir NIR","MF","Preston","False",23,-0.943896321197714,-1.16953596746963,-0.783500826795137,3.21069174153153,-0.984854046238282
"Kenny McLean",31,"sct SCO","MF,DF","Norwich City","False",45.4,-1.44487101951819,0.43169766525091,-0.627611156144449,0.237650119601267,-0.719963332358558
"Anis Mehmeti",22,"al ALB","MF,FW","Bristol City","False",20.7,1.49012734550702,-0.518848753284121,-0.336828864396008,-0.219399307476271,0.422959279436147
"Billy Mitchell",23,"eng ENG","MF","Millwall","False",24.6,-1.11795089248234,-1.0905946353442,-0.723018363246078,-0.263245724375847,-1.13935352257304
"Jayson Molumby",23,"ie IRL","MF","West Brom","False",12.3,-0.0938517122188042,-0.845844523911538,-0.665383771459669,-0.827295992751952,-0.67185911081877
"Sam Morsy",31,"eg EGY","MF","Ipswich Town","False",41.7,-0.726623477672424,0.597109306783241,-0.372639510656843,1.04011204983001,-0.369051331465804
"Tyler Morton",20,"eng ENG","MF","Hull City","False",33,-0.212471074190438,-0.0255724038276196,0.659768968663628,-0.227990564713667,0.353686968108662
"Alex Mowatt",28,"eng ENG","MF","West Brom","False",36.1,-0.720977434223835,0.324028984651282,0.754586533899679,-0.254709798625929,-0.652946132055773
"Bali Mumba",21,"eng ENG","FW,DF","Plymouth Argyle","False",32.8,0.355285122978887,0.0451033691150998,-0.485485059612185,-0.149388909303837,1.00879890717959
"Wilfred Ndidi",26,"ng NGA","MF","Leicester City","False",23.6,1.04615358504727,0.0799216469088695,-0.719337598738301,-0.63446322709434,1.03281080515856
"Daniel Neil",22,"eng ENG","MF","Sunderland","False",41,-0.369877263647995,0.7062103909297,-0.5812662075187,-0.10645989313165,-0.247126125636353
"Casper de Norre",26,"be BEL","MF","Millwall","False",22.4,-0.661355886201508,0.490640433263776,-0.336290320593669,0.411298591271044,-0.262054890424528
"Marcelino Núñez",23,"cl CHI","MF","Norwich City","False",25.1,-0.538711254429156,0.0841663034058362,0.971251744381903,0.718117814164075,-0.839559826131417
"Lewis O'Brien",24,"eng ENG","MF","Middlesbrough","False",17.5,-0.1467545447958,-0.12635026220921,-0.29933552790319,0.319673292085012,-0.912431884396685
"Callum O'Hare",25,"eng ENG","MF,FW","Coventry City","False",19.6,1.87334450703798,0.674247923191576,-0.420444706004115,-0.46050859259734,1.12577550630217
"Kasey Palmer",26,"jm JAM","MF,FW","Coventry City","False",19.9,1.35205062168466,0.856837651221468,-0.0137174238881069,-0.0502800285321723,0.0436485237807699
"Callum Paterson",28,"sct SCO","MF,DF","Sheffield Weds","False",17.9,0.115141937926341,-1.1249577475528,-0.878952252554401,-0.270835034114204,-0.0321402731025812
"Jamie Paterson",31,"eng ENG","MF,FW","Swansea City","False",35.8,1.11185038447606,0.0402979264769449,0.923176902188924,-0.340973020580849,0.132241427053414
"Charlie Patino",19,"eng ENG","MF","Swansea City","False",14,0.463242914911325,0.584740516312109,0.671159346975048,-0.661002600413585,1.19958719223007
"Ben Pearson",28,"eng ENG","MF","Stoke City","False",20.5,-1.14888094250585,-0.844704509142257,-0.721278499077517,0.498307881750816,-1.31242912927584
"Joe Ralls",29,"eng ENG","MF","Cardiff City","False",25.7,-0.519007402860687,0.113743640813688,1.14750586934444,0.0227545572392919,-0.486687650870555
"Adam Randell",22,"eng ENG","MF","Plymouth Argyle","False",30.7,-0.331887466519571,-0.692595040249739,1.02290635919684,-0.40329282773787,0.0748219285616817
"Joe Rankin-Costello",24,"eng ENG","MF,DF","Blackburn","False",18.5,0.101774276796718,-0.072511410474369,-0.37716610767348,-0.0382916286282878,-0.0891193586497904
"Oliver Rathbone",26,"eng ENG","MF","Rotherham Utd","False",36.5,-0.267237583328685,-1.20752550495253,0.13355597791739,0.50996005028846,-0.430241605535375
"Patrick Roberts",26,"eng ENG","MF,FW","Sunderland","False",20.5,2.26857501270986,1.20961725013096,1.10561456389254,-1.27721458693905,0.496689750167779
"Morgan Rogers",21,"eng ENG","MF,FW","Middlesbrough","False",14.5,2.02847644329754,1.92517204730408,-0.0305209440874827,-0.629612460832505,0.980173855696025
"Jack Rudoni",23,"eng ENG","MF,FW","Huddersfield","False",34,0.661745006445043,0.0521947982174994,-0.22987943655704,0.00045609041429059,0.959786773786559
"Tatsuhiro Sakamoto",26,"jp JPN","MF,FW","Coventry City","False",20.5,1.54229634204803,0.133136999027343,0.0802691446193383,-0.270870773553986,0.822667974341925
"George Saville",30,"nir NIR","MF","Millwall","False",29.5,-0.494026597081318,-0.334392819370018,1.0271254054785,1.20503850190874,-0.0300903594956068
"Jean Seri",32,"ci CIV","MF","Hull City","False",35.3,-0.625584288979076,-0.118966910833647,-0.209845278224772,-0.28175649399788,-0.796865788499622
"Ben Sheaf",25,"eng ENG","MF","Coventry City","False",28.8,-0.250120035316011,0.96801001788306,-0.184133889823402,1.90601577372707,-0.40146295104733
"Emmanouil Siopis",29,"gr GRE","MF","Cardiff City","False",36.5,-1.28783793749778,-1.23096399364613,-0.718584348925692,0.348489101978978,-1.16457985886781
"Regan Slater",23,"eng ENG","MF,DF","Hull City","False",30.9,-0.491161777218155,-1.14776905913009,-0.772416654200808,-0.761201223273854,-0.136317446432267
"William Smallbone",23,"ie IRL","MF","Southampton","False",33.4,0.185277586564487,0.556557052415502,-0.0326239900126126,-0.623637899129791,0.665830427841434
"Ivan Šunjić",26,"hr CRO","MF","Birmingham City","False",29.2,-1.14483414136899,-0.868264057030442,-0.628519319669426,0.726482850373872,-0.453161157787539
"John Swift",28,"eng ENG","MF,FW","West Brom","False",20.7,1.03501410920608,0.542867204382306,1.40615342102753,-1.07928746039586,0.330839404367516
"Sammie Szmodics",27,"ie IRL","MF,FW","Blackburn","False",43.3,1.4649223987239,-0.387710679601032,-0.230603105782584,-1.60313186065839,0.730330457302314
"Ollie Tanner",21,"eng ENG","FW,DF","Cardiff City","False",13.7,1.31028983092296,0.368455586426076,-0.285382171635649,0.692530570682732,0.233698459724944
"Christ Tiéhi",25,"ci CIV","MF","Rotherham Utd","False",34,-1.20074295235683,-1.28437434836858,-0.947357417386461,0.494814540084277,-0.239973427809391
"Sondre Tronstad",27,"no NOR","MF","Blackburn","False",32.6,-1.0999819314754,-0.291769521993504,-0.778214489829684,1.44047860025689,-1.12802785848924
"Ozan Tufan",28,"tr TUR","MF,FW","Hull City","False",23.6,0.760036445137403,-0.191678774057978,-0.726283333681579,-1.24449798400714,1.01841277399749
"Will Vaulks",29,"wls WAL","MF","Sheffield Weds","False",26.2,-0.640155992647172,-0.270173906989669,1.76537321630847,1.88350188418866,-0.837282874368016
"Duncan Watmore",29,"eng ENG","MF,FW","Millwall","False",18.8,1.4518459412689,-0.480619463879537,-0.819742797642116,-0.573191208718499,0.97498501993991
"Adam Wharton",19,"eng ENG","MF","Blackburn","False",21.7,-0.500550115807939,0.971389945583562,0.438110653910314,1.1996661144816,-0.1682982577374
"Ben Whiteman",27,"eng ENG","MF","Preston","False",25.9,-0.961742040949748,-0.937362913307547,0.875377275240705,-0.348107073551729,0.541046256065952
"Joe Williams",26,"eng ENG","MF","Bristol City","False",28.4,-0.560187042603307,-0.0569614158993255,-0.25294118810272,0.819203326269134,-1.11464935441415
"Josh Windass",29,"eng ENG","MF,FW","Sheffield Weds","False",19.4,0.813318235218907,-0.379723486654769,0.405428692758673,-1.13908384512339,1.07839963587903
"Harry Winks",27,"eng ENG","MF","Leicester City","False",44.9,-0.398776295297106,-0.240212312127901,-0.309318975365881,-0.260966617787273,-0.14368032214059
"Ryan Wintle",26,"eng ENG","MF","Cardiff City","False",29.3,-0.746174792706526,-0.794909297282275,0.812219675647523,-0.8029097199922,0.248727189708369
"Okay Yokuşlu",29,"tr TUR","MF","West Brom","False",35.8,-1.10261580741757,-0.963312166563698,-1.07353660623024,-0.104981709177906,-0.0277345497943858
"Anouar El Azzouzi",22,"nl NED","MF","Zwolle","False",14.6,-0.817527323692902,-0.494239020586247,-0.549390012158483,1.41515923952536,-0.768053291794551
"Julian Baas",21,"nl NED","MF","Excelsior","False",32,-0.80203149412682,-0.899102131593911,1.39126216102733,0.0480623641748473,0.0197726528735178
"Zach Booth",19,"us USA","MF,FW","Volendam","False",17.3,0.546760264976723,-1.2110995969651,-0.961814714183455,-1.36513799897259,0.779024340540231
"Can Bozdogan",22,"de GER","MF","Utrecht","False",21.8,-0.407234886839325,-0.833670003768444,0.377234059594059,0.845291936312312,-0.197787083579935
"Luuk Brouwers",25,"nl NED","MF","Heerenveen","False",22.5,0.237200898124364,-0.29604696665276,-0.557328320537811,-0.899976302939166,0.904360959824518
"Thomas Bruns",31,"nl NED","MF,FW","Heracles Almelo","False",12,0.394918661347957,-0.168415345445712,0.574220896250312,0.072862229421465,-0.686512100822323
"Jordy Clasie",32,"nl NED","MF","AZ Alkmaar","False",27.4,-0.856630903328861,0.396949330086764,-0.424917352865752,0.419626970675886,-0.260639703727028
"Pelle Clement",27,"nl NED","MF,FW","Sparta R'dam","False",21.1,0.277283410870514,-0.179784376903869,0.376245959594239,0.0342111602777772,0.422395201622673
"Brian De Keersmaecker",23,"be BEL","MF","Heracles Almelo","False",32.8,-1.25847238536784,-0.730918745738549,-0.582997878060011,1.19192867327312,-0.475278313332323
"Branco van den Boomen",28,"nl NED","MF","Ajax","False",11.9,-0.229672025256831,2.00561612554769,2.09758118965162,0.135442667187065,-0.10341539992484
"Deroy Duarte",24,"cv CPV","MF","Fortuna Sittard","False",26.9,-1.13604227052238,-1.00782857724751,-0.842736261907446,0.492100923405276,-0.276303625758196
"Ryan Flamingo",20,"nl NED","MF,DF","Utrecht","False",30.7,-1.29269707638535,-0.68984614314798,-0.757209826673511,-0.164881640553261,-0.112879264436543
"Oscar Fraulo",19,"dk DEN","MF","Utrecht","False",23.3,0.10145796015667,-0.374833013654238,-0.592390783855538,-0.328628750514907,0.14611873693768
"Marco van Ginkel",30,"nl NED","MF,FW","Vitesse","False",21.8,0.230743769708152,-0.183333664363593,-1.45362434859251,-1.89405373898301,1.11018918676556
"Jonathan de Guzmán",35,"nl NED","MF","Sparta R'dam","False",21.4,-0.93783472382888,0.03939049136791,0.164279689361211,-0.54014975233643,-0.635376970474575
"Milan de Haan",19,"nl NED","MF","Volendam","False",24.1,-0.774554406229561,-1.30235245371109,-0.896114573178165,0.239381298258196,-0.0192913390634022
"Alen Halilović",27,"hr CRO","MF,FW","Fortuna Sittard","False",23.3,0.240133147273581,0.288873493515198,1.74233214115769,-0.959100054989101,0.0764189920503682
"Thom Haye",28,"id IDN","MF","Heerenveen","False",29,-0.687958380199833,1.32391385279207,1.81721141123593,0.126584069135829,-0.996415875793722
"Mees Hoedemakers",25,"nl NED","MF","NEC Nijmegen","False",21.7,-0.602958478061902,0.0750418987278904,-0.180173127883568,0.629442662194007,-0.43731978542633
"Victor Jensen",23,"dk DEN","MF,FW","Utrecht","False",16.4,0.82903336676822,-0.478021945942155,-0.701897827346174,-0.228814516400513,1.26052083682521
"Joshua Kitolano",21,"no NOR","MF","Sparta R'dam","False",23.4,-0.411153301561624,-0.36397330274976,-0.761086609865711,-0.528823578709178,0.608316728139659
"Mathias Kjølø",22,"no NOR","MF","Twente","False",24.8,-0.946491501814686,-0.194557689785342,-0.460753004941522,-0.635059414970636,-0.983287821523205
"Peer Koopmeiners",23,"nl NED","MF","Almere City","False",30.8,-0.794776776438303,0.267634697165195,1.06802760625183,2.27249587172314,-1.15095169141805
"Kacper Kozłowski",19,"pl POL","MF,FW","Vitesse","False",22.7,1.00807106261152,0.0542864937355357,0.215018133034582,-0.679534768670252,0.31572343532272
"Evert Linthorst",23,"nl NED","MF","Go Ahead Eag","False",26.3,-0.885285823554365,-0.256907059850686,-0.490975643074551,-0.0722575079706029,-0.598181050651557
"Enric Llansana",22,"nl NED","MF,DF","Go Ahead Eag","False",13.6,-0.458823667994054,0.0805638938851334,-0.709751977758286,2.14361431938341,-0.48845508504989
"Metinho",20,"br BRA","MF","Sparta R'dam","False",14.1,-0.942111050968765,-0.370523701820201,-0.63715026042982,1.51155980191834,1.85671629006366
"Melle Meulensteen",24,"nl NED","MF","Vitesse","False",22.7,-0.865824238731614,-0.475258226290501,-0.6344933239239,-0.179391365134333,-0.222718787279111
"Sven Mijnans",23,"nl NED","MF,FW","AZ Alkmaar","False",26.3,0.324487074799457,0.255710764647846,0.0605490105077195,-0.102124553998413,0.412566013857047
"Damon Mirani",27,"nl NED","MF,DF","Volendam","False",32,-1.37929106697729,-0.986531570659486,-0.979122002985115,-0.185804293857701,1.09949379924926
"Noah Naujoks",21,"nl NED","MF,FW","Excelsior","False",11.7,-0.399596838747576,-1.09938237834992,-1.30763411727912,-0.0893213883251883,0.00911415143683111
"Reuven Niemeijer",28,"nl NED","MF,FW","RKC Waalwijk","False",17.8,0.233468410275961,-0.820939914747728,-0.411059284014686,-1.27561985788665,0.83463282676815
"Kristian Nökkvi Hlynsson",19,"is ISL","MF,FW","Ajax","False",19.6,1.23208708508335,-0.261222477226887,-0.542880240200344,-1.06618571987105,1.46369093097847
"Simon Olsson",25,"se SWE","MF,FW","Heerenveen","False",30.3,-0.274932132875869,-0.147926628625894,-0.606323974927134,0.0986238163957301,0.0124289324886805
"Yassin Oukili",22,"nl NED","MF","RKC Waalwijk","False",31,-0.445107201792923,-0.64191062337116,-0.513758799027206,1.00122395125751,0.120921160464979
"Oğuzhan Özyakup",30,"tr TUR","MF","Fortuna Sittard","False",10.7,-0.0771985517334536,-0.24286953806763,1.82480983167965,0.745260907042071,-0.067495536991748
"Álvaro Peña",31,"es ESP","MF","Almere City","False",12.5,0.2146211416729,-0.308482140366605,-0.031620015309554,-0.343094206022784,-0.262861455402653
"Dirk Proper",21,"nl NED","MF","NEC Nijmegen","False",25.5,-0.5649674423784,-0.326078972160128,-0.569777374108133,-0.0408809213013379,1.00459042585373
"Eliano Reijnders",22,"nl NED","FW,DF","Zwolle","False",23.1,0.63674865097349,-0.54582912824685,-0.557459855788895,-0.308576438490744,0.821976938290885
"Stije Resink",20,"nl NED","MF","Almere City","False",28.6,-0.578186819205265,-0.354229226631617,-0.457166993427872,0.924423259103155,-0.485643736273084
"Godfried Roemeratoe",23,"cw CUW","MF","RKC Waalwijk","False",25.9,-1.37186730418458,-1.18537513988479,-0.605461823606616,0.311761543359402,-1.54142417970785
"Philippe Rommens",25,"be BEL","MF","Go Ahead Eag","False",18,-0.427868266077249,0.672080302774701,1.99192925476957,-0.33001084045194,0.207152432386811
"Loreintz Rosier",24,"fr FRA","MF","Fortuna Sittard","False",19,-1.27649742159525,-0.595632317216491,-0.755584175001126,1.24297242799826,-0.652777661519653
"Michal Sadílek",24,"cz CZE","MF","Twente","False",30,-0.12639342020747,0.439570449855837,0.683909144816697,-0.103422909588325,-0.546269212861712
"Cisse Sandra",19,"be BEL","MF","Excelsior","False",18.6,-0.607373277738899,-1.11773525039895,-0.384096073744741,-0.461392679081565,0.0227633825038324
"Lasse Schöne",37,"dk DEN","MF","NEC Nijmegen","False",13.8,-0.623016710683392,0.275610620041584,1.82083057941082,-0.685820454724439,-1.15165667319453
"Jerdy Schouten",26,"nl NED","MF,DF","PSV Eindhoven","False",26.9,-0.653988352982579,0.12061137480094,-0.749518005847999,0.0324797862724063,1.2986317778254
"Sem Steijn",21,"nl NED","MF","Twente","False",26.8,0.832950842700831,-0.0722744664485907,-0.260909995237422,-0.91129429586759,0.728111151238674
"Calvin Stengs",24,"nl NED","MF,FW","Feyenoord","False",23.3,1.8844711191772,2.20922475581249,1.87211538776573,-1.0028970743991,1.1899891479422
"Anas Tahiri",28,"be BEL","MF","Heerenveen","False",12.9,-0.0809433895475384,0.462073796970033,0.0625500933381654,-1.49253472210632,-1.08252124761027
"Benjamin Tahirovic",20,"ba BIH","MF","Ajax","False",18.5,-0.776397392476663,-0.361799927326911,-0.443732221866282,0.198840147593683,-0.0593582577096704
"Kenneth Taylor",21,"nl NED","MF,DF","Ajax","False",30.6,0.667694576479875,0.777084441751554,-0.30024427929699,-0.776996534477166,0.673436445783687
"Mathijs Tielemans",21,"nl NED","MF","Vitesse","False",18.6,-0.546478500924885,-0.0317815879357338,0.346917044527307,-0.500650532148093,-0.192958228428813
"Guus Til",25,"nl NED","MF","PSV Eindhoven","False",22.6,1.69164630544759,0.383726010791176,-0.779323959329007,-1.41211918609531,1.83145788769572
"Quinten Timber",22,"nl NED","MF","Feyenoord","False",29.6,1.31490435657302,1.94082434317916,-0.343788007308425,-0.192557559355315,0.564989212744254
"Jens Toornstra",34,"nl NED","MF,FW","Utrecht","False",19.8,0.802142662930258,0.756648235782079,2.17193295340044,0.0696422839287788,1.0305381350844
"Calvin Twigt",20,"nl NED","MF","Volendam","False",22.7,-0.458625885447609,-0.483141097821386,0.706455408181958,0.0300995228035787,-0.0423239708501217
"Dave Van Den Berg",23,"nl NED","MF","Zwolle","False",28.4,-0.0135880469188256,0.785051996908587,-0.407353469092693,0.420420138414608,-0.0899863063763393
"Joey Veerman",24,"nl NED","MF","PSV Eindhoven","False",26.5,1.08363283728047,5.2306358440722,3.97346981026529,0.937724951722928,0.22097064443793
"Odysseus Velanas",25,"nl NED","MF,FW","Zwolle","False",23.8,1.07185353001152,-0.34322112300757,0.545730462951942,-0.991489277029053,0.98193435561849
"Arno Verschueren",26,"be BEL","MF","Sparta R'dam","False",26.3,0.654358508015192,0.196711536305557,-0.835664921991675,-0.271658090420378,0.476985784503585
"Mats Wieffer",23,"nl NED","MF","Feyenoord","False",28.8,-0.0810387102542333,0.83345734330664,-0.776963604834,1.58806406242008,0.892106067113424
"Dani de Wit",25,"nl NED","MF","AZ Alkmaar","False",27.9,0.2523383702656,-0.962824849350462,-1.31362483548639,-0.530112936808338,1.43732566867398
"Ramiz Zerrouki",25,"dz ALG","MF","Feyenoord","False",15.4,-0.629682085298275,1.06979411276573,-0.494094326254031,0.686384838176341,-1.14298066577536
"Willum Þór Willumsson",24,"is ISL","MF","Go Ahead Eag","False",29.7,0.838623366645318,0.39177687836236,-0.382274408771287,-1.29065000126704,1.1192293442603
"Salvador Agra",31,"pt POR","FW,DF","Boavista","False",27.3,0.64101636816512,-0.29583775550375,1.27467591117425,-1.36992803899072,0.40918992852453
"Alan",23,"br BRA","MF","Moreirense","False",27.3,0.510358845770729,0.394601707116516,1.44583789217964,-0.745385357337777,-0.0190723563286247
"Beni",21,"ao ANG","MF","Casa Pia","False",16.3,-1.04514445588688,-0.998875849873399,-0.702708946020927,0.169654340895667,-1.26141510371199
"Benny",23,"pt POR","MF,FW","Chaves","False",14.1,0.690024662189261,-0.488908955851961,0.763127715029513,-1.30736503852212,0.102246970328878
