player,age,nationality,position,team,top5,minutes_90s,Spinta = Low,Spinta = Average,Spinta = High,Costruttore = Low,Costruttore = Average,Costruttore = High,Interventista = Low,Interventista = Average,Interventista = High,Lanci_Lunghi = Low,Lanci_Lunghi = Average,Lanci_Lunghi = High,Falloso = Low,Falloso = Average,Falloso = High
Alessandro Florenzi,32,it ITA,DF,Milan,True,19.2,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False
Antonino Gallo,23,it ITA,DF,Lecce,True,27.7,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
Federico Gatti,25,it ITA,DF,Juventus,True,29.3,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Valentin Gendrey,23,fr FRA,DF,Lecce,True,33.8,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
Mario Gila,22,es ESP,DF,Lazio,True,20.1,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Emmanuel Gyasi,29,gh GHA,"DF,FW",Empoli,True,20.9,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
Norbert Gyömbér,31,sk SVK,DF,Salernitana,True,19.6,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
Hans Hateboer,29,nl NED,DF,Atalanta,True,12.4,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False
Theo Hernández,25,fr FRA,DF,Milan,True,31.0,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
Emil Holm,23,se SWE,DF,Atalanta,True,10.5,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False
Elseid Hysaj,29,al ALB,DF,Lazio,True,13.3,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
Ardian Ismajli,26,al ALB,DF,Empoli,True,22.7,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Armando Izzo,31,it ITA,DF,Monza,True,18.3,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Juan Jesus,32,br BRA,DF,Napoli,True,23.5,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Hassane Kamara,29,ci CIV,DF,Udinese,True,24.7,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
Michael Kayode,19,it ITA,DF,Fiorentina,True,22.9,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
Simon Kjær,34,dk DEN,DF,Milan,True,13.0,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Sead Kolašinac,30,ba BIH,DF,Atalanta,True,24.2,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Filip Kostić,30,rs SRB,DF,Juventus,True,20.2,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
Rasmus Kristensen,26,dk DEN,DF,Roma,True,19.4,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
Thomas Kristensen,21,dk DEN,DF,Udinese,True,23.3,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Giorgos Kyriakopoulos,27,gr GRE,DF,Monza,True,19.0,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
Valentino Lazaro,27,at AUT,"DF,MF",Torino,True,22.2,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
Manuel Lazzari,29,it ITA,DF,Lazio,True,18.6,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
Pol Lirola,25,es ESP,DF,Frosinone,True,17.1,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
Diego Llorente,29,es ESP,DF,Roma,True,24.1,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
Jhon Lucumí,25,co COL,DF,Bologna,True,24.6,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
Sebastiano Luperto,26,it ITA,DF,Empoli,True,37.8,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
Charalambos Lykogiannis,29,gr GRE,DF,Bologna,True,10.0,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False
Giangiacomo Magnani,27,it ITA,DF,Hellas Verona,True,27.2,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
Gianluca Mancini,27,it ITA,DF,Roma,True,31.9,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
Gian Marco Ferrari,31,it ITA,DF,Sassuolo,True,25.2,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False
Pablo Marí,29,es ESP,DF,Monza,True,29.1,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Aarón Martín,26,es ESP,DF,Genoa,True,15.3,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False
Lucas Martínez Quarta,27,ar ARG,DF,Fiorentina,True,25.5,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
Adam Marušić,30,me MNE,DF,Lazio,True,34.4,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
Nikola Milenković,25,rs SRB,DF,Fiorentina,True,27.9,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Ilario Monterisi,21,it ITA,DF,Frosinone,True,16.3,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
Obite N'Dicka,23,ci CIV,DF,Roma,True,24.1,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
Caleb Okoli,22,it ITA,DF,Frosinone,True,32.4,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Mathías Olivera,25,uy URU,DF,Napoli,True,17.4,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
Fabiano Parisi,22,it ITA,DF,Fiorentina,True,16.2,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
Patric,30,es ESP,DF,Lazio,True,17.9,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False
Benjamin Pavard,27,fr FRA,DF,Inter,True,18.6,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
Marcus Pedersen,23,no NOR,DF,Sassuolo,True,17.9,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False
Nehuén Pérez,23,ar ARG,DF,Udinese,True,36.0,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Lorenzo Pirola,21,it ITA,DF,Salernitana,True,22.1,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
Marin Pongračić,25,hr CRO,DF,Lecce,True,35.8,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
Stefan Posch,26,at AUT,DF,Bologna,True,26.8,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
Luca Ranieri,24,it ITA,DF,Fiorentina,True,22.9,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
Ricardo Rodríguez,30,ch SUI,DF,Torino,True,30.8,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Alessio Romagnoli,28,it ITA,DF,Lazio,True,26.8,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
Simone Romagnoli,33,it ITA,DF,Frosinone,True,30.2,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
Amir Rrahmani,29,xk KVX,DF,Napoli,True,28.9,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
Ruan,24,br BRA,DF,Sassuolo,True,16.8,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
Matteo Ruggeri,21,it ITA,DF,Atalanta,True,27.2,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
Mário Rui,32,pt POR,DF,Napoli,True,13.4,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
Stefano Sabelli,30,it ITA,DF,Genoa,True,27.0,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False
Giorgio Scalvini,19,it ITA,DF,Atalanta,True,28.3,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Leo Skiri Østigård,23,no NOR,DF,Napoli,True,18.1,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
Leonardo Spinazzola,30,it ITA,DF,Roma,True,14.6,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False
Adrien Tameze,29,cm CMR,"DF,MF",Torino,True,23.8,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Jackson Tchatchoua,21,cm CMR,DF,Hellas Verona,True,19.2,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Malick Thiaw,21,de GER,DF,Milan,True,18.0,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Jeremy Toljan,28,de GER,DF,Sassuolo,True,23.1,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False
Fikayo Tomori,25,eng ENG,DF,Milan,True,23.6,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True
Johan Vásquez,24,mx MEX,DF,Genoa,True,31.7,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Alessandro Vogliacco,24,it ITA,DF,Genoa,True,13.0,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Mërgim Vojvoda,28,xk KVX,DF,Torino,True,15.3,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False
Stefan de Vrij,31,nl NED,DF,Inter,True,17.6,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
Sebastian Walukiewicz,23,pl POL,DF,Empoli,True,22.8,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
Timothy Weah,23,us USA,"DF,FW",Juventus,True,14.0,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
Nicola Zalewski,21,pl POL,"DF,FW",Roma,True,10.8,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False
Gabriele Zappa,23,it ITA,DF,Cagliari,True,28.5,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
Davide Zappacosta,31,it ITA,DF,Atalanta,True,20.7,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
Jordan Zemura,23,zw ZIM,DF,Udinese,True,11.5,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False
Mateusz Wieteska,26,pl POL,DF,Clermont Foot/Cagliari,True,12.6,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Sergio Reguilón,26,es ESP,DF,Manchester Utd/Brentford,True,17.0,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
Sergio Akieme,25,es ESP,DF,Almería/Reims,True,27.7,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
Isak Hien,24,se SWE,DF,Hellas Verona/Atalanta,True,20.0,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
Matteo Gabbia,23,it ITA,DF,Villarreal/Milan,True,19.5,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Matteo Lovato,23,it ITA,DF,Torino/Salernitana,True,16.5,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
Alidu Seidu,23,gh GHA,DF,Rennes/Clermont Foot,True,19.2,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
Josh Doig,21,sct SCO,DF,Hellas Verona/Sassuolo,True,24.1,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Lorenz Assignon,23,tg TOG,DF,Rennes/Burnley,True,24.9,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
Radu Drăgușin,21,ro ROU,DF,Tottenham/Genoa,True,23.8,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
Quentin Merlin,21,fr FRA,DF,Marseille/Nantes,True,22.1,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
Filippo Terracciano,20,it ITA,DF,Hellas Verona/Milan,True,15.2,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
Pasquale Mazzocchi,28,it ITA,DF,Salernitana/Napoli,True,18.9,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
Ian Maatsen,21,nl NED,DF,Dortmund/Chelsea,True,16.3,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
Maxime Estève,21,fr FRA,DF,Montpellier/Burnley,True,25.6,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
Chrislain Matsima,21,fr FRA,DF,Clermont Foot/Monaco,True,16.4,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
Gabriel Paulista,32,br BRA,DF,Atlético Madrid/Valencia,True,20.0,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
Eric García,22,es ESP,DF,Barcelona/Girona,True,29.9,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
Adam Masina,29,ma MAR,DF,Udinese/Torino,True,12.1,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
Alessandro Zanoli,22,it ITA,DF,Salernitana/Napoli,True,10.8,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
Kevin Vogt,31,de GER,DF,Hoffenheim/Union Berlin,True,29.4,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False
Abner,27,br BRA,"DF,MF",RWD Molenbeek,False,20.6,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
Toby Alderweireld,34,be BEL,DF,Antwerp,False,28.9,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False
Stelios Andreou,21,cy CYP,DF,Charleroi,False,26.8,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Ludwig Augustinsson,29,se SWE,DF,Anderlecht,False,18.1,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Jelle Bataille,24,be BEL,DF,Antwerp,False,24.2,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
David Bates,26,sct SCO,DF,Mechelen,False,23.2,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Emin Bayram,20,tr TUR,DF,Westerlo,False,21.9,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True
Eric Bocat,24,fr FRA,"DF,MF",Sint-Truiden,False,27.2,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
Jordan Bos,20,au AUS,DF,Westerlo,False,19.0,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
Archie Brown,21,eng ENG,DF,Gent,False,18.3,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
Christian Burgess,31,eng ENG,DF,Union SG,False,27.5,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Ilay Camara,20,be BEL,"DF,MF",RWD Molenbeek,False,17.8,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False
Elias Cobbaut,25,be BEL,DF,Mechelen,False,24.0,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False
Carlos Cuesta,24,co COL,DF,Genk,False,22.8,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Jesper Daland,23,no NOR,DF,Cercle Brugge,False,28.1,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Jason Davidson,32,au AUS,DF,Eupen,False,25.9,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
Maxim De Cuyper,22,be BEL,DF,Club Brugge,False,24.0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False
Dion De Neve,21,be BEL,"DF,MF",Kortrijk,False,21.4,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
Zeno Debast,19,be BEL,DF,Anderlecht,False,27.5,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
Moussa Djenepo,25,ml MLI,"DF,FW",Standard Liège,False,16.6,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
Vetle Dragsnes,29,no NOR,"DF,MF",Charleroi,False,19.5,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
Marlon Fossey,24,us USA,DF,Standard Liège,False,18.0,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
Daam Foulon,24,be BEL,"DF,MF",Mechelen,False,28.2,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
Bruno Godeau,31,be BEL,DF,Sint-Truiden,False,27.5,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
Ismaël Kandouss,25,ma MAR,DF,Gent,False,24.0,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
Loïc Lapoussin,27,mg MAD,"DF,MF",Union SG,False,23.0,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False
Kevin Mac Allister,25,ar ARG,DF,Union SG,False,21.0,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
Koki Machida,25,jp JPN,DF,Union SG,False,22.2,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
Gary Magnée,23,be BEL,"DF,MF",Eupen,False,21.8,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False
Mark Mampasi,20,ua UKR,DF,Kortrijk,False,18.9,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
Isaac Mbenza,27,be BEL,"DF,FW",Charleroi,False,17.5,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False
Mark McKenzie,24,us USA,DF,Genk,False,20.9,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
Brandon Mechele,30,be BEL,DF,Club Brugge,False,29.8,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
Nayel Mehssatou,21,cl CHI,"DF,MF",Kortrijk,False,21.4,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Bjorn Meijer,20,nl NED,DF,Club Brugge,False,14.9,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
Hamza Mendyl,25,ma MAR,"DF,MF",OH Leuven,False,16.7,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
Florian Miguel,26,fr FRA,DF,OH Leuven,False,18.5,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
Flávio Nazinho,20,pt POR,"DF,FW",Cercle Brugge,False,12.6,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True
Roman Neustädter,35,ru RUS,DF,Westerlo,False,23.3,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Sheyi Ojo,26,eng ENG,"DF,FW",Kortrijk,False,17.1,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
Rune Paeshuyse,21,be BEL,DF,Eupen,False,25.2,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True
Victor Pálsson,32,is ISL,DF,Eupen,False,30.0,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
João Pedro Silva,24,pt POR,DF,Kortrijk,False,28.5,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
Ewoud Pletinckx,22,be BEL,DF,OH Leuven,False,30.0,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
Boris Popović,23,rs SRB,DF,Cercle Brugge,False,22.2,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
Bryan Reynolds,22,us USA,DF,Westerlo,False,26.2,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
Žan Rogelj,23,si SVN,"DF,MF",Charleroi,False,23.2,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
Richie Sagrado,19,be BEL,"DF,MF",OH Leuven,False,18.9,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
Matisse Samoise,21,be BEL,DF,Gent,False,25.9,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
Killian Sardella,21,be BEL,DF,Anderlecht,False,22.0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Joël Schingtienne,20,be BEL,DF,OH Leuven,False,21.7,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
Hugo Siquet,21,be BEL,DF,Cercle Brugge,False,18.0,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False
Matte Smets,19,be BEL,DF,Sint-Truiden,False,30.0,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False
Jorne Spileers,18,be BEL,DF,Club Brugge,False,22.9,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False
Ravil Tagir,20,tr TUR,DF,Westerlo,False,10.9,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
Casper Terho,20,fi FIN,DF,Union SG,False,10.9,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
Jordan Torunarigha,25,de GER,DF,Gent,False,20.5,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
Edgaras Utkus,23,lt LTU,DF,Cercle Brugge,False,15.9,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True
Zeno Van den Bosch,20,be BEL,DF,Antwerp,False,14.8,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
Yentl Van Genechten,22,be BEL,DF,Eupen,False,17.4,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
Rein Van Helden,21,be BEL,DF,Sint-Truiden,False,27.5,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True
Zinho Vanheusden,24,be BEL,DF,Standard Liège,False,19.4,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
Jordi Vanlerberghe,27,be BEL,"DF,MF",Mechelen,False,18.3,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
Jan Vertonghen,36,be BEL,DF,Anderlecht,False,26.9,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
Sandy Walsh,28,id IDN,DF,Mechelen,False,16.9,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Tsuyoshi Watanabe,26,jp JPN,DF,Gent,False,25.8,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
Emanuel Aiwum,22,at AUT,DF,Birmingham City,False,21.6,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
Semi Ajayi,29,ng NGA,DF,West Brom,False,13.4,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Ryan Andrews,18,eng ENG,"DF,MF",Watford,False,28.6,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
Daniel Ballard,23,nir NIR,DF,Sunderland,False,42.6,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
Kyle Bartley,32,eng ENG,DF,West Brom,False,29.0,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
Jan Bednarek,27,pl POL,DF,Southampton,False,39.4,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
Di'Shon Bernard,22,jm JAM,DF,Sheffield Weds,False,30.3,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
Jake Bidwell,30,eng ENG,DF,Coventry City,False,22.8,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Robbie Brady,31,ie IRL,"DF,MF",Preston,False,17.4,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
Cohen Bramall,27,eng ENG,DF,Rotherham Utd,False,32.7,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
Callum Brittain,25,eng ENG,"DF,MF",Blackburn,False,40.3,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
Joe Bryan,29,eng ENG,"DF,MF",Millwall,False,16.1,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
Lee Buchanan,22,eng ENG,DF,Birmingham City,False,30.3,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
Cameron Burgess,27,au AUS,DF,Ipswich Town,False,38.0,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False
Sam Byram,29,eng ENG,DF,Leeds United,False,21.5,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
Ben Cabango,23,wls WAL,DF,Swansea City,False,32.1,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Reggie Cannon,25,us USA,DF,QPR,False,15.9,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Hayden Carter,23,eng ENG,DF,Blackburn,False,28.4,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Hamza Choudhury,25,eng ENG,"DF,MF",Leicester City,False,16.4,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True
Cyrus Christie,30,ie IRL,"DF,MF",Hull City,False,14.4,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
Harry Clarke,22,eng ENG,DF,Ipswich Town,False,26.2,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
Matthew Clarke,26,eng ENG,DF,Middlesbrough,False,20.2,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Jake Clarke-Salter,25,eng ENG,DF,QPR,False,29.6,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
Jamilu Collins,28,ng NGA,DF,Cardiff City,False,33.2,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Steve Cook,32,eng ENG,DF,QPR,False,34.1,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
Jake Cooper,28,eng ENG,DF,Millwall,False,44.0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
Lewie Coyle,27,eng ENG,DF,Hull City,False,34.4,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Harry Darling,23,eng ENG,DF,Swansea City,False,32.9,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Jay Dasilva,25,wls WAL,DF,Coventry City,False,25.6,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False
Leif Davis,23,eng ENG,DF,Ipswich Town,False,42.0,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
Rav van den Berg,19,nl NED,DF,Middlesbrough,False,32.1,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
Bambo Diaby,25,sn SEN,DF,Sheffield Weds,False,25.2,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
Robert Dickie,27,eng ENG,DF,Bristol City,False,38.9,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Shane Duffy,31,ie IRL,DF,Norwich City,False,33.4,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
Jimmy Dunne,25,ie IRL,DF,QPR,False,26.0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Joe Edwards,32,eng ENG,"DF,MF",Plymouth Argyle,False,24.1,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True
Lukas Engel,24,dk DEN,DF,Middlesbrough,False,27.5,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
Milan van Ewijk,22,nl NED,DF,Coventry City,False,34.4,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
Wout Faes,25,be BEL,DF,Leicester City,False,42.5,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False
Akin Famewo,24,eng ENG,DF,Sheffield Weds,False,29.2,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Junior Firpo,26,do DOM,DF,Leeds United,False,19.8,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
Morgan Fox,29,wls WAL,DF,QPR,False,12.8,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False
Dael Fry,25,eng ENG,DF,Middlesbrough,False,28.0,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False
Darnell Furlong,27,eng ENG,DF,West Brom,False,43.7,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False
Brendan Galloway,27,zw ZIM,DF,Plymouth Argyle,False,17.5,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
Dimitris Giannoulis,27,gr GRE,DF,Norwich City,False,27.9,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False
Ben Gibson,30,eng ENG,DF,Norwich City,False,31.9,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
Lewis Gibson,23,eng ENG,DF,Plymouth Argyle,False,39.7,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
Brodie Gilmore,19,nir NIR,DF,Huddersfield,False,17.0,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
Dimitris Goutas,29,gr GRE,DF,Cardiff City,False,45.8,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Archie Gray,17,eng ENG,"DF,MF",Leeds United,False,40.0,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False
Jacob Greaves,22,eng ENG,DF,Hull City,False,43.0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Wes Harding,26,jm JAM,DF,Millwall,False,21.2,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
Taylor Harwood-Bellis,21,eng ENG,DF,Southampton,False,38.9,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
Jaheim Headley,21,eng ENG,"DF,MF",Huddersfield,False,18.3,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False
Michał Helik,27,pl POL,DF,Huddersfield,False,40.3,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Wesley Hoedt,29,nl NED,DF,Watford,False,44.0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True
