player,age,nationality,position,team,top5,minutes_90s,Spinta = Low,Spinta = Average,Spinta = High,Costruttore = Low,Costruttore = Average,Costruttore = High,Interventista = Low,Interventista = Average,Interventista = High,Lanci_Lunghi = Low,Lanci_Lunghi = Average,Lanci_Lunghi = High,Falloso = Low,Falloso = Average,Falloso = High
David Pastor,23,br BRA,DF,Farense,False,27.5,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
Patrick,26,br BRA,DF,Rio Ave,False,12.4,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Pedrão,26,br BRA,DF,Portimonense,False,29.3,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
Pepe,40,pt POR,DF,Porto,False,20.9,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
Gabriel Pereira,23,br BRA,DF,Gil Vicente FC,False,30.9,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
Matheus Pereira,22,br BRA,"DF,FW",Vizela,False,23.3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
Eduardo Quaresma,21,pt POR,DF,Sporting CP,False,10.7,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
Matheus Reis,28,br BRA,"DF,MF",Sporting CP,False,15.8,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
Filipe Relvas,23,pt POR,DF,Portimonense,False,31.1,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Tomás Ribeiro,24,pt POR,DF,Vitória,False,27.0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Riccieli,24,br BRA,DF,Famalicão,False,19.7,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
Josué Sá,31,pt POR,DF,Rio Ave,False,21.8,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Aderlan Santos,34,br BRA,DF,Rio Ave,False,31.6,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Hevertton Santos,22,br BRA,"DF,MF",Estrela,False,21.9,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
António Silva,19,pt POR,DF,Benfica,False,29.1,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
Gonçalo Silva,32,pt POR,DF,Farense,False,32.0,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
Talocha,33,pt POR,DF,Farense,False,22.9,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
Fernando Varela,35,cv CPV,DF,Casa Pia,False,23.0,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
Bernardo Vital,22,pt POR,DF,Estoril,False,28.3,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Steven Vitória,36,ca CAN,DF,Chaves,False,15.0,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Wendell,30,br BRA,DF,Porto,False,23.3,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
Weverson,23,br BRA,DF,Arouca,False,22.2,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
Nermin Zolotić,30,ba BIH,DF,Casa Pia,False,29.7,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Davide Adorni,30,it ITA,DF,Brescia,False,21.5,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Giorgio Altare,24,it ITA,DF,Venezia,False,25.1,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
Matteo Angeli,20,it ITA,DF,Cittadella,False,13.3,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
Valentin Antov,22,bg BUL,DF,Cremonese,False,29.3,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
Davide Balestrero,27,it ITA,"DF,MF",FeralpiSalò,False,27.9,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
Federico Barba,29,it ITA,DF,Como,False,29.0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
Tommaso Barbieri,20,it ITA,DF,Pisa,False,22.9,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
Antonio Barreca,28,it ITA,"DF,FW",Sampdoria,False,14.4,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
Giuseppe Bellusci,33,it ITA,DF,Ascoli,False,28.8,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
Federico Bergonzi,22,it ITA,DF,FeralpiSalò,False,30.0,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
Pietro Beruatto,24,it ITA,DF,Pisa,False,23.9,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False
Matteo Bianchetti,30,it ITA,DF,Cremonese,False,30.5,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True
Alessandro Bianconi,24,it ITA,DF,Calcio Lecco 1912,False,21.3,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
Eric Botteghin,35,br BRA,DF,Ascoli,False,23.2,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Nicolò Brighenti,33,it ITA,DF,Catanzaro,False,28.5,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True
Andrea Cagnano,25,it ITA,DF,Südtirol,False,15.1,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
Arturo Calabresi,27,it ITA,DF,Pisa,False,16.0,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
Antonio Candela,23,it ITA,DF,Venezia,False,33.1,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False
Simone Canestrelli,22,it ITA,DF,Pisa,False,34.9,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
Alessandro Caporale,27,it ITA,DF,Calcio Lecco 1912,False,29.2,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
Marco Capuano,31,it ITA,DF,Ternana,False,25.1,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
Antonio Caracciolo,33,it ITA,DF,Pisa,False,21.7,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True
Lorenzo Carissoni,26,it ITA,DF,Cittadella,False,30.5,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
Tiago Casasola,27,ar ARG,"DF,FW",Ternana,False,31.9,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False
Cristian Cauz,26,it ITA,DF,Modena,False,16.6,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True
Pietro Ceccaroni,27,it ITA,DF,Palermo,False,27.9,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False
Vedran Celjak,31,hr CRO,DF,Calcio Lecco 1912,False,26.8,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Luca Ceppitelli,33,it ITA,DF,FeralpiSalò,False,28.9,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
Alessandro Circati,19,au AUS,DF,Parma,False,28.1,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
Andrea Cistana,26,it ITA,DF,Brescia,False,21.7,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True
Matteo Cotali,26,it ITA,DF,Modena,False,18.6,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
Woyo Coulibaly,24,fr FRA,DF,Parma,False,20.9,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Marco Curto,24,it ITA,DF,Como,False,22.1,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Tommaso D'Orazio,33,it ITA,DF,Cosenza,False,19.0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Simone Davì,23,it ITA,DF,Südtirol,False,29.2,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
Enrico Del Prato,23,it ITA,DF,Parma,False,32.8,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False
Fabio Depaoli,26,it ITA,"DF,MF",Sampdoria,False,26.4,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
Valerio Di Cesare,40,it ITA,DF,Bari,False,26.6,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
Gianluca Di Chiara,29,it ITA,DF,Parma,False,18.2,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
Lorenzo Dickmann,26,it ITA,DF,Brescia,False,35.3,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
Emile Dorval,22,fr FRA,DF,Bari,False,30.9,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
Salvatore Elia,24,it ITA,DF,Spezia,False,24.1,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
Tomás Esteves,21,pt POR,"DF,MF",Pisa,False,24.7,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False
Marcello Falzerano,32,it ITA,"DF,MF",Ascoli,False,26.3,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
Costantino Favasuli,19,it ITA,"DF,MF",Ternana,False,12.5,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True
Mattia Felici,22,it ITA,"DF,FW",FeralpiSalò,False,29.5,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
Riccardo Fiamozzi,30,it ITA,"DF,MF",Reggiana,False,23.0,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
Alessandro Fontanarosa,20,it ITA,DF,Cosenza,False,11.9,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Domenico Frare,27,it ITA,DF,Cittadella,False,16.2,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
Paolo Ghiglione,26,it ITA,DF,Cremonese,False,10.3,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
Daniele Ghilardi,20,it ITA,DF,Sampdoria,False,35.4,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
Simone Giordano,21,it ITA,"DF,MF",Sampdoria,False,21.3,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Andrea Giorgini,21,it ITA,DF,Südtirol,False,29.4,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Facundo González,20,uy URU,DF,Sampdoria,False,25.7,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Jay Idzes,23,id IDN,DF,Venezia,False,23.3,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
Nicholas Ioannou,27,cy CYP,DF,Como,False,17.3,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
Alessio Iovine,32,it ITA,DF,Como,False,17.1,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
Alexander Jallow,25,se SWE,DF,Brescia,False,20.2,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
Franco Lepore,37,it ITA,"DF,FW",Calcio Lecco 1912,False,30.7,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
Gaetano Letizia,33,it ITA,"DF,FW",FeralpiSalò,False,16.3,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
Luka Lochoshvili,25,ge GEO,DF,Cremonese,False,18.8,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Lorenzo Lucchesi,20,it ITA,DF,Ternana,False,23.9,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
Fabio Lucioni,35,it ITA,DF,Palermo,False,23.0,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True
Kristoffer Lund,21,us USA,DF,Palermo,False,27.8,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
Massimiliano Mangraviti,25,it ITA,DF,Brescia,False,23.3,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False
Alessandro Marcandalli,20,it ITA,DF,Reggiana,False,32.4,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
Bruno Martella,30,it ITA,DF,FeralpiSalò,False,26.9,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False
Andrea Masiello,37,it ITA,DF,Südtirol,False,33.5,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False
Andrea Meroni,26,it ITA,DF,Cosenza,False,22.2,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
Nicola Murru,28,it ITA,DF,Sampdoria,False,19.9,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
Ionuț Nedelcearu,27,ro ROU,DF,Palermo,False,18.4,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False
Stefano Negro,28,it ITA,DF,Cittadella,False,16.7,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
Dimitris Nikolaou,24,gr GRE,DF,Spezia,False,32.8,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
Cas Odenthal,22,nl NED,DF,Como,False,28.3,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
Yordan Osorio,29,ve VEN,DF,Parma,False,21.7,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
Shady Oukhadda,24,ma MAR,"DF,MF",Modena,False,15.5,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
Andrea Papetti,21,it ITA,DF,Brescia,False,28.3,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
Nicola Pavan,30,it ITA,DF,Cittadella,False,30.0,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Antonio Pergreffi,35,it ITA,DF,Modena,False,20.4,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
Edoardo Pieragnolo,20,it ITA,DF,Reggiana,False,28.8,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True
Alessandro Pilati,23,it ITA,DF,FeralpiSalò,False,16.6,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
Fabio Ponsi,22,it ITA,DF,Modena,False,20.8,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
Raffaele Pucino,32,it ITA,DF,Bari,False,14.5,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False
Giacomo Quagliata,23,it ITA,DF,Cremonese,False,12.8,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
Danilo Quaranta,26,it ITA,DF,Ascoli,False,21.1,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
Luca Ravanelli,26,it ITA,DF,Cremonese,False,24.2,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
Giacomo Ricci,26,it ITA,DF,Bari,False,28.6,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
Alessandro Riccio,21,it ITA,DF,Modena,False,17.7,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
Paolo Rozzio,31,it ITA,DF,Reggiana,False,23.6,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
Marco Sala,24,it ITA,"DF,MF",Como,False,20.4,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
Alessandro Salvi,35,it ITA,DF,Cittadella,False,26.9,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True
Mario Sampirisi,30,it ITA,DF,Reggiana,False,23.6,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
Stefano Scognamillo,29,it ITA,DF,Catanzaro,False,33.5,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
Leonardo Sernicola,26,it ITA,DF,Cremonese,False,30.5,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
Mario Šitum,31,hr CRO,DF,Catanzaro,False,22.4,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
Petar Stojanović,27,si SVN,"DF,FW",Sampdoria,False,20.4,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
Marin Šverko,25,hr CRO,DF,Venezia,False,27.5,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
Przemysław Szymiński,29,pl POL,DF,Reggiana,False,13.3,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False
Michael Venturi,24,it ITA,DF,Cosenza,False,28.4,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Davide Veroli,20,it ITA,DF,Catanzaro,False,23.4,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
Francesco Vicari,28,it ITA,DF,Bari,False,36.9,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False
Francesco Zampano,29,it ITA,DF,Venezia,False,27.9,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
Luca Zanimacchia,25,it ITA,DF,Cremonese,False,26.1,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
Giovanni Zaro,29,it ITA,DF,Modena,False,36.6,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
Bart Nieuwkoop,27,nl NED,DF,Union SG/Feyenoord,False,11.5,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
Vasco Fernandes,36,pt POR,DF,Casa Pia/Chaves,False,26.8,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
Valerio Mantovani,27,it ITA,DF,Ascoli/Ternana,False,26.8,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
Aleš Matějů,27,cz CZE,DF,Spezia/Palermo,False,31.6,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
Kyle McFadzean,36,sct SCO,DF,Blackburn/Coventry City,False,24.3,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
Josh Tymon,24,eng ENG,DF,Stoke City/Swansea City,False,37.7,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
Alessio Castro-Montes,26,be BEL,DF,Gent/Union SG,False,21.5,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
Niccolò Corrado,23,it ITA,DF,Modena/Ternana,False,24.9,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
Cody Drameh,21,eng ENG,DF,Leeds United/Birmingham City,False,25.3,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
Luca Vignali,27,it ITA,"DF,MF",Como/Spezia,False,11.4,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
Luke Ayling,31,eng ENG,DF,Leeds United/Middlesbrough,False,26.5,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
Michele Camporese,31,it ITA,DF,Cosenza/FeralpiSalò,False,20.5,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
Davide Guglielmotti,29,it ITA,DF,Reggiana/Calcio Lecco 1912,False,11.1,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True
Gianluca Frabotta,24,it ITA,DF,Bari/Cosenza,False,17.5,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
Lynden Gooch,27,us USA,"DF,FW",Stoke City/Sunderland,False,19.1,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
Salim Diakité,23,ml MLI,DF,Ternana/Palermo,False,32.6,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
Owen Wijndal,23,nl NED,DF,Antwerp/Ajax,False,17.6,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
Otavio Ataide,21,br BRA,DF,Famalicão/Porto,False,27.4,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
